fold,source_row_index,Variant_ID,Label,score,fold_selected_threshold,threshold,prediction,evaluation_split,dataset,error_type,distance_to_threshold,confidence_band
3.0,23.0,VAR_006223,0,0.3141554948625397,0.4381502900787569,0.4381502900787569,0,MASTER_ONLY_CV,,correct,0.1239947952162172,moderate
1.0,24.0,VAR_003782,1,0.8323142191703973,0.4676065299723352,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.3941639290916404,high
1.0,25.0,VAR_000884,1,0.5549355178203529,0.4676065299723352,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.116785227741596,moderate
2.0,26.0,VAR_001654,0,0.3374946423330536,0.3589974365481315,0.4381502900787569,0,MASTER_ONLY_CV,,correct,0.10065564774570329,moderate
2.0,27.0,VAR_005367,1,0.3374946423330536,0.3589974365481315,0.4381502900787569,0,MASTER_ONLY_CV,,false_negative,0.10065564774570329,moderate
3.0,28.0,VAR_004860,1,0.8592240047637996,0.4381502900787569,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.4210737146850427,high
0.0,30.0,VAR_000023,1,0.988361127250842,0.4552237562989291,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.5502108371720851,high
1.0,31.0,VAR_005772,1,0.8021925226076863,0.4676065299723352,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.36404223252892937,high
3.0,32.0,VAR_002449,1,0.8026350453105646,0.4381502900787569,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.36448475523180773,high
4.0,33.0,VAR_004889,1,0.5055646891228819,0.2888357696077288,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.067414399044125,moderate
2.0,34.0,VAR_002343,1,0.8628304452792086,0.3589974365481315,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.4246801552004517,high
2.0,35.0,VAR_004330,0,0.0684684136041771,0.3589974365481315,0.4381502900787569,0,MASTER_ONLY_CV,,correct,0.3696818764745798,high
3.0,36.0,VAR_000637,1,0.981258882979652,0.4381502900787569,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.5431085929008952,high
0.0,37.0,VAR_001186,1,0.7814076117947382,0.4552237562989291,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.3432573217159813,high
2.0,38.0,VAR_005545,0,0.029889374494771,0.3589974365481315,0.4381502900787569,0,MASTER_ONLY_CV,,correct,0.4082609155839859,high
4.0,40.0,VAR_005018,0,0.0294204127174133,0.2888357696077288,0.4381502900787569,0,MASTER_ONLY_CV,,correct,0.4087298773613436,high
1.0,42.0,VAR_005647,1,0.96947325276865,0.4676065299723352,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.5313229626898932,high
2.0,43.0,VAR_004634,0,0.11633952424072,0.3589974365481315,0.4381502900787569,0,MASTER_ONLY_CV,,correct,0.3218107658380369,high
4.0,44.0,VAR_002020,1,0.7682296898733039,0.2888357696077288,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.330079399794547,high
1.0,45.0,VAR_001239,1,0.9117229722476838,0.4676065299723352,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.47357268216892695,high
3.0,47.0,VAR_004829,1,0.817253652349639,0.4381502900787569,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.3791033622708821,high
0.0,48.0,VAR_001582,0,0.2957874744380034,0.4552237562989291,0.4381502900787569,0,MASTER_ONLY_CV,,correct,0.14236281564075348,moderate
2.0,50.0,VAR_004209,0,0.0869623492903019,0.3589974365481315,0.4381502900787569,0,MASTER_ONLY_CV,,correct,0.351187940788455,high
4.0,51.0,VAR_001548,1,0.2592702586569738,0.2888357696077288,0.4381502900787569,0,MASTER_ONLY_CV,,false_negative,0.1788800314217831,moderate
0.0,53.0,VAR_004466,1,0.9746691893643252,0.4552237562989291,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.5365188992855683,high
3.0,54.0,VAR_004873,1,0.83856781883421,0.4381502900787569,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.40041752875545317,high
3.0,56.0,VAR_005839,1,0.9290677512940386,0.4381502900787569,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.49091746121528174,high
0.0,58.0,VAR_000344,0,0.2829320951612438,0.4552237562989291,0.4381502900787569,0,MASTER_ONLY_CV,,correct,0.1552181949175131,moderate
1.0,59.0,VAR_000741,0,0.0139820007977472,0.4676065299723352,0.4381502900787569,0,MASTER_ONLY_CV,,correct,0.4241682892810097,high
4.0,60.0,VAR_000752,1,0.738833249715934,0.2888357696077288,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.3006829596371771,high
0.0,62.0,VAR_000132,0,0.1397860710737232,0.4552237562989291,0.4381502900787569,0,MASTER_ONLY_CV,,correct,0.2983642190050337,high
0.0,63.0,VAR_005138,1,0.6192142576801861,0.4552237562989291,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.18106396760142923,moderate
1.0,64.0,VAR_005771,1,0.8506952984235151,0.4676065299723352,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.4125450083447582,high
0.0,67.0,VAR_003641,0,0.4187113602497893,0.4552237562989291,0.4381502900787569,0,MASTER_ONLY_CV,,correct,0.01943892982896761,borderline
3.0,68.0,VAR_000438,0,0.7145869299076367,0.4381502900787569,0.4381502900787569,1,MASTER_ONLY_CV,,false_positive,0.27643663982887984,high
1.0,70.0,VAR_000853,1,0.8468507741207572,0.4676065299723352,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.40870048404200027,high
0.0,71.0,VAR_002211,1,0.6612566399078191,0.4552237562989291,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.22310634982906224,high
2.0,72.0,VAR_002235,0,0.6774787633781644,0.3589974365481315,0.4381502900787569,1,MASTER_ONLY_CV,,false_positive,0.23932847329940748,high
1.0,74.0,VAR_001432,0,0.2779710932888287,0.4676065299723352,0.4381502900787569,0,MASTER_ONLY_CV,,correct,0.1601791967899282,moderate
0.0,75.0,VAR_003334,1,0.9234851277236806,0.4552237562989291,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.48533483764492374,high
3.0,76.0,VAR_005614,1,0.9296261900748332,0.4381502900787569,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.49147589999607627,high
1.0,77.0,VAR_000414,1,0.2779710932888287,0.4676065299723352,0.4381502900787569,0,MASTER_ONLY_CV,,false_negative,0.1601791967899282,moderate
3.0,78.0,VAR_005881,0,0.6378295093770184,0.4381502900787569,0.4381502900787569,1,MASTER_ONLY_CV,,false_positive,0.19967921929826155,moderate
1.0,81.0,VAR_000086,1,0.692784496029491,0.4676065299723352,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.2546342059507341,high
1.0,82.0,VAR_000732,1,0.9704086830459504,0.4676065299723352,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.5322583929671936,high
3.0,83.0,VAR_004760,1,0.8421121186651609,0.4381502900787569,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.403961828586404,high
4.0,84.0,VAR_002218,1,0.9892925945133376,0.2888357696077288,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.5511423044345807,high
1.0,85.0,VAR_006065,1,0.839826543902872,0.4676065299723352,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.40167625382411515,high
4.0,86.0,VAR_005989,1,0.2955645450744821,0.2888357696077288,0.4381502900787569,0,MASTER_ONLY_CV,,false_negative,0.1425857450042748,moderate
4.0,87.0,VAR_006413,0,0.0741295470886175,0.2888357696077288,0.4381502900787569,0,MASTER_ONLY_CV,,correct,0.36402074299013937,high
2.0,88.0,VAR_001425,0,0.3374946423330536,0.3589974365481315,0.4381502900787569,0,MASTER_ONLY_CV,,correct,0.10065564774570329,moderate
1.0,89.0,VAR_000053,0,0.0501971979946957,0.4676065299723352,0.4381502900787569,0,MASTER_ONLY_CV,,correct,0.3879530920840612,high
1.0,91.0,VAR_006300,0,0.1790411764494756,0.4676065299723352,0.4381502900787569,0,MASTER_ONLY_CV,,correct,0.2591091136292813,high
3.0,92.0,VAR_000540,0,0.0483015319174063,0.4381502900787569,0.4381502900787569,0,MASTER_ONLY_CV,,correct,0.38984875816135056,high
3.0,93.0,VAR_004040,1,0.7087272650345182,0.4381502900787569,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.27057697495576133,high
3.0,95.0,VAR_003541,1,0.1993109318738488,0.4381502900787569,0.4381502900787569,0,MASTER_ONLY_CV,,false_negative,0.2388393582049081,high
4.0,96.0,VAR_005702,1,0.9833185328129914,0.2888357696077288,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.5451682427342346,high
4.0,97.0,VAR_003522,0,0.1014316775639104,0.2888357696077288,0.4381502900787569,0,MASTER_ONLY_CV,,correct,0.33671861251484647,high
0.0,100.0,VAR_004687,0,0.4480751456978855,0.4552237562989291,0.4381502900787569,1,MASTER_ONLY_CV,,false_positive,0.009924855619128592,borderline
3.0,101.0,VAR_005060,1,0.4281635838273097,0.4381502900787569,0.4381502900787569,0,MASTER_ONLY_CV,,false_negative,0.009986706251447208,borderline
1.0,105.0,VAR_002048,0,0.0212368734111639,0.4676065299723352,0.4381502900787569,0,MASTER_ONLY_CV,,correct,0.41691341666759296,high
3.0,106.0,VAR_005699,1,0.9761172859369311,0.4381502900787569,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.5379669958581743,high
0.0,107.0,VAR_005255,1,0.8921864636077543,0.4552237562989291,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.45403617352899744,high
3.0,108.0,VAR_004795,1,0.68832948438518,0.4381502900787569,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.25017919430642316,high
1.0,109.0,VAR_000800,0,0.00809688330205,0.4676065299723352,0.4381502900787569,0,MASTER_ONLY_CV,,correct,0.4300534067767069,high
2.0,111.0,VAR_003421,0,0.9851773451600446,0.3589974365481315,0.4381502900787569,1,MASTER_ONLY_CV,,false_positive,0.5470270550812877,high
1.0,113.0,VAR_000081,1,0.6236476438984128,0.4676065299723352,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.18549735381965587,moderate
4.0,114.0,VAR_000850,1,0.5071285656140455,0.2888357696077288,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.06897827553528862,moderate
4.0,115.0,VAR_003325,1,0.7646349366755497,0.2888357696077288,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.3264846465967928,high
0.0,116.0,VAR_005416,0,0.0268889114660846,0.4552237562989291,0.4381502900787569,0,MASTER_ONLY_CV,,correct,0.4112613786126723,high
0.0,117.0,VAR_006407,0,0.2767664091690879,0.4552237562989291,0.4381502900787569,0,MASTER_ONLY_CV,,correct,0.161383880909669,moderate
1.0,118.0,VAR_006584,1,0.882403567530812,0.4676065299723352,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.44425327745205506,high
2.0,119.0,VAR_005443,1,0.9334637847481332,0.3589974365481315,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.4953134946693763,high
0.0,120.0,VAR_003252,1,0.8914221022605885,0.4552237562989291,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.4532718121818316,high
2.0,122.0,VAR_005097,0,0.1292069942785753,0.3589974365481315,0.4381502900787569,0,MASTER_ONLY_CV,,correct,0.3089432958001816,high
1.0,123.0,VAR_003331,0,0.6547661706528711,0.4676065299723352,0.4381502900787569,1,MASTER_ONLY_CV,,false_positive,0.21661588057411424,high
1.0,124.0,VAR_000259,1,0.9107684445997176,0.4676065299723352,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.47261815452096073,high
3.0,125.0,VAR_001754,0,0.4324703636608598,0.4381502900787569,0.4381502900787569,0,MASTER_ONLY_CV,,correct,0.005679926417897108,borderline
2.0,128.0,VAR_003389,1,0.6181166696967025,0.3589974365481315,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.17996637961794565,moderate
2.0,130.0,VAR_004467,1,0.5044811984677842,0.3589974365481315,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.06633090838902728,moderate
4.0,131.0,VAR_000200,1,0.7082709584857608,0.2888357696077288,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.27012066840700394,high
0.0,132.0,VAR_005242,1,0.9249324679774746,0.4552237562989291,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.48678217789871775,high
3.0,133.0,VAR_005501,1,0.970814636180818,0.4381502900787569,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.532664346102061,high
4.0,135.0,VAR_005498,1,0.9741516434199162,0.2888357696077288,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.5360013533411594,high
2.0,136.0,VAR_005069,1,0.9653249217469968,0.3589974365481315,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.52717463166824,high
0.0,137.0,VAR_002092,0,0.1964811590036354,0.4552237562989291,0.4381502900787569,0,MASTER_ONLY_CV,,correct,0.24166913107512147,high
1.0,139.0,VAR_000790,1,0.811553216277294,0.4676065299723352,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.37340292619853716,high
0.0,140.0,VAR_002426,1,0.9677010605762522,0.4552237562989291,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.5295507704974953,high
2.0,141.0,VAR_006155,1,0.7081116948348207,0.3589974365481315,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.26996140475606384,high
2.0,142.0,VAR_004509,1,0.8482734528301611,0.3589974365481315,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.4101231627514042,high
4.0,143.0,VAR_000116,0,0.0214452405234789,0.2888357696077288,0.4381502900787569,0,MASTER_ONLY_CV,,correct,0.416705049555278,high
2.0,145.0,VAR_003013,0,0.0798186246825718,0.3589974365481315,0.4381502900787569,0,MASTER_ONLY_CV,,correct,0.3583316653961851,high
4.0,146.0,VAR_006532,0,0.3296734107970361,0.2888357696077288,0.4381502900787569,0,MASTER_ONLY_CV,,correct,0.10847687928172078,moderate
4.0,147.0,VAR_001690,0,0.5278943973432552,0.2888357696077288,0.4381502900787569,1,MASTER_ONLY_CV,,false_positive,0.08974410726449827,moderate
1.0,148.0,VAR_004258,0,0.0655639326029621,0.4676065299723352,0.4381502900787569,0,MASTER_ONLY_CV,,correct,0.37258635747579477,high
1.0,149.0,VAR_003384,1,0.9321449075447904,0.4676065299723352,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.4939946174660335,high
0.0,150.0,VAR_000981,1,0.7176631897597349,0.4552237562989291,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.279512899680978,high
4.0,151.0,VAR_003771,1,0.985468307280052,0.2888357696077288,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.547318017201295,high
4.0,153.0,VAR_001497,0,0.2592702586569738,0.2888357696077288,0.4381502900787569,0,MASTER_ONLY_CV,,correct,0.1788800314217831,moderate
0.0,157.0,VAR_000784,1,0.7440715687545618,0.4552237562989291,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.30592127867580493,high
4.0,158.0,VAR_000153,1,0.8357420335521899,0.2888357696077288,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.397591743473433,high
3.0,159.0,VAR_005152,0,0.1011316338887857,0.4381502900787569,0.4381502900787569,0,MASTER_ONLY_CV,,correct,0.3370186561899712,high
0.0,161.0,VAR_002798,0,0.0679004929228692,0.4552237562989291,0.4381502900787569,0,MASTER_ONLY_CV,,correct,0.3702497971558877,high
4.0,162.0,VAR_002180,1,0.979710875173126,0.2888357696077288,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.5415605850943692,high
3.0,163.0,VAR_004291,1,0.0993520300458512,0.4381502900787569,0.4381502900787569,0,MASTER_ONLY_CV,,false_negative,0.3387982600329057,high
2.0,164.0,VAR_006072,0,0.2359187797649855,0.3589974365481315,0.4381502900787569,0,MASTER_ONLY_CV,,correct,0.2022315103137714,high
0.0,165.0,VAR_001204,1,0.9133951672831914,0.4552237562989291,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.4752448772044345,high
2.0,166.0,VAR_002277,1,0.5072783402310139,0.3589974365481315,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.06912805015225704,moderate
2.0,171.0,VAR_000914,1,0.9751632158561768,0.3589974365481315,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.5370129257774199,high
1.0,172.0,VAR_002457,1,0.7732076650863846,0.4676065299723352,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.3350573750076277,high
0.0,173.0,VAR_006382,1,0.9147403342231866,0.4552237562989291,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.4765900441444297,high
1.0,174.0,VAR_006330,1,0.8188986306061495,0.4676065299723352,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.38074834052739265,high
4.0,175.0,VAR_006100,1,0.7780988325019839,0.2888357696077288,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.339948542423227,high
2.0,176.0,VAR_000382,1,0.1941056035942913,0.3589974365481315,0.4381502900787569,0,MASTER_ONLY_CV,,false_negative,0.2440446864844656,high
0.0,178.0,VAR_006429,0,0.680353905720816,0.4552237562989291,0.4381502900787569,1,MASTER_ONLY_CV,,false_positive,0.2422036156420591,high
1.0,179.0,VAR_001649,1,0.5425796713949016,0.4676065299723352,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.10442938131614471,moderate
3.0,180.0,VAR_006525,1,0.183832550840552,0.4381502900787569,0.4381502900787569,0,MASTER_ONLY_CV,,false_negative,0.2543177392382049,high
0.0,181.0,VAR_003086,0,0.6949522682148226,0.4552237562989291,0.4381502900787569,1,MASTER_ONLY_CV,,false_positive,0.2568019781360657,high
2.0,183.0,VAR_006115,0,0.9848932925505076,0.3589974365481315,0.4381502900787569,1,MASTER_ONLY_CV,,false_positive,0.5467430024717508,high
3.0,184.0,VAR_004598,0,0.1186395579428354,0.4381502900787569,0.4381502900787569,0,MASTER_ONLY_CV,,correct,0.3195107321359215,high
0.0,185.0,VAR_004511,1,0.6534583189059505,0.4552237562989291,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.21530802882719363,high
4.0,186.0,VAR_001359,1,0.5725967174053616,0.2888357696077288,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.13444642732660467,moderate
1.0,187.0,VAR_005952,1,0.8262905829111641,0.4676065299723352,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.3881402928324072,high
1.0,188.0,VAR_002024,1,0.8998390366988109,0.4676065299723352,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.46168874662005405,high
0.0,189.0,VAR_000558,0,0.7742869669563511,0.4552237562989291,0.4381502900787569,1,MASTER_ONLY_CV,,false_positive,0.33613667687759424,high
1.0,190.0,VAR_005438,1,0.94666099469846,0.4676065299723352,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.508510704619703,high
4.0,191.0,VAR_002158,1,0.9372899678896688,0.2888357696077288,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.4991396778109119,high
4.0,192.0,VAR_003318,1,0.8105933431454394,0.2888357696077288,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.3724430530666825,high
2.0,193.0,VAR_000404,0,0.9207443646994103,0.3589974365481315,0.4381502900787569,1,MASTER_ONLY_CV,,false_positive,0.48259407462065346,high
0.0,194.0,VAR_001746,0,0.157667172764458,0.4552237562989291,0.4381502900787569,0,MASTER_ONLY_CV,,correct,0.28048311731429887,high
3.0,195.0,VAR_002150,1,0.7889508615098146,0.4381502900787569,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.35080057143105775,high
3.0,196.0,VAR_001426,0,0.3189731170201724,0.4381502900787569,0.4381502900787569,0,MASTER_ONLY_CV,,correct,0.1191771730585845,moderate
3.0,198.0,VAR_002189,1,0.8490654843846914,0.4381502900787569,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.41091519430593454,high
2.0,200.0,VAR_006077,0,0.1251598922034911,0.3589974365481315,0.4381502900787569,0,MASTER_ONLY_CV,,correct,0.3129903978752658,high
1.0,201.0,VAR_006496,1,0.8938842804245274,0.4676065299723352,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.4557339903457705,high
4.0,202.0,VAR_001495,0,0.3477750422957074,0.2888357696077288,0.4381502900787569,0,MASTER_ONLY_CV,,correct,0.0903752477830495,moderate
4.0,207.0,VAR_006133,0,0.7366841279456466,0.2888357696077288,0.4381502900787569,1,MASTER_ONLY_CV,,false_positive,0.29853383786688975,high
2.0,211.0,VAR_000777,1,0.4500570568784255,0.3589974365481315,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.011906766799668622,borderline
4.0,212.0,VAR_002038,1,0.9370290746323078,0.2888357696077288,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.4988787845535509,high
1.0,213.0,VAR_003287,1,0.6321981529490761,0.4676065299723352,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.19404786287031922,moderate
1.0,215.0,VAR_002077,1,0.7459422037006457,0.4676065299723352,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.3077919136218888,high
4.0,216.0,VAR_000385,0,0.0410443942061584,0.2888357696077288,0.4381502900787569,0,MASTER_ONLY_CV,,correct,0.3971058958725985,high
2.0,217.0,VAR_004868,1,0.9581694678682496,0.3589974365481315,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.5200191777894927,high
4.0,218.0,VAR_001297,1,0.4425113075270324,0.2888357696077288,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.004361017448275495,borderline
1.0,219.0,VAR_000032,1,0.7769363185883367,0.4676065299723352,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.3387860285095798,high
2.0,221.0,VAR_001581,1,0.8024349022489424,0.3589974365481315,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.36428461217018554,high
1.0,222.0,VAR_002539,1,0.9274152126340992,0.4676065299723352,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.4892649225553423,high
4.0,223.0,VAR_000358,1,0.9406575741321268,0.2888357696077288,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.50250728405337,high
0.0,224.0,VAR_006379,1,0.9238153740607078,0.4552237562989291,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.4856650839819509,high
0.0,225.0,VAR_005885,0,0.1929037061210304,0.4552237562989291,0.4381502900787569,0,MASTER_ONLY_CV,,correct,0.2452465839577265,high
1.0,228.0,VAR_001996,1,0.8840773861868445,0.4676065299723352,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.4459270961080876,high
3.0,229.0,VAR_004116,0,0.1155904092244517,0.4381502900787569,0.4381502900787569,0,MASTER_ONLY_CV,,correct,0.3225598808543052,high
4.0,231.0,VAR_000714,1,0.9199986638124816,0.2888357696077288,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.48184837373372474,high
4.0,233.0,VAR_003420,1,0.5336002722538127,0.2888357696077288,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.09544998217505579,moderate
1.0,235.0,VAR_000114,1,0.5313945968421866,0.4676065299723352,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.09324430676342971,moderate
3.0,237.0,VAR_003253,0,0.6749692732008651,0.4381502900787569,0.4381502900787569,1,MASTER_ONLY_CV,,false_positive,0.2368189831221082,high
1.0,238.0,VAR_005950,0,0.2272948136477273,0.4676065299723352,0.4381502900787569,0,MASTER_ONLY_CV,,correct,0.2108554764310296,high
1.0,239.0,VAR_006284,1,0.5002844309098077,0.4676065299723352,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.06213414083105079,moderate
2.0,240.0,VAR_001662,0,0.6755384761038081,0.3589974365481315,0.4381502900787569,1,MASTER_ONLY_CV,,false_positive,0.23738818602505124,high
2.0,244.0,VAR_000325,0,0.1292668079790519,0.3589974365481315,0.4381502900787569,0,MASTER_ONLY_CV,,correct,0.30888348209970495,high
0.0,245.0,VAR_001571,1,0.2957874744380034,0.4552237562989291,0.4381502900787569,0,MASTER_ONLY_CV,,false_negative,0.14236281564075348,moderate
2.0,247.0,VAR_005698,1,0.9940000425202752,0.3589974365481315,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.5558497524415182,high
2.0,248.0,VAR_005964,1,0.7838851691032144,0.3589974365481315,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.3457348790244575,high
2.0,249.0,VAR_006082,1,0.8706028134337922,0.3589974365481315,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.4324525233550353,high
2.0,250.0,VAR_005164,1,0.896492646346117,0.3589974365481315,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.45834235626736014,high
0.0,252.0,VAR_000284,1,0.948553505182187,0.4552237562989291,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.5104032151034301,high
4.0,253.0,VAR_001336,1,0.5689084527843287,0.2888357696077288,0.4381502900787569,1,MASTER_ONLY_CV,,correct,0.13075816270557178,moderate
