,count,mean,std,min,25%,50%,75%,max,missing_rate,skew,n_notna,is_binary_01
AL_39,1514.0,0.5146789969986378,0.49974135360815425,0.0,0.0,1.0,1.0,1.0,0.48345274650290004,-0.058796708140800014,1514,False
AL_40,1514.0,0.01157763722309467,0.038856170403376376,3.3704583389384795e-32,2.369761652002812e-06,0.00037269863991465,0.006838915653733075,0.9437714830837632,0.48345274650290004,13.548253502284872,1514,False
AL_41,1514.0,0.988110964332893,0.10842255760075976,0.0,1.0,1.0,1.0,1.0,0.48345274650290004,-9.015773554362063,1514,True
AL_42,1514.0,0.4986789960369881,0.5001634617086068,0.0,0.0,0.0,1.0,1.0,0.48345274650290004,0.005289276102786953,1514,True
AL_43,1514.0,0.00997655496939212,0.03638238426577695,3.448956758056438e-34,9.191180523584891e-07,0.0002136492050733,0.005565317663323825,0.8631936145095077,0.48345274650290004,13.536592675430553,1514,False
AL_44,1514.0,0.9894319682959049,0.10229007485368279,0.0,1.0,1.0,1.0,1.0,0.48345274650290004,-9.582148918756422,1514,True
AL_45,1514.0,0.47907909165105506,0.490537574381128,0.0,0.0,0.10510899663036016,1.0,1.0,0.48345274650290004,0.08267188705430471,1514,False
AL_46,1514.0,0.01279105485866507,0.04056863625062243,1.80669916137994e-41,2.2503080468043803e-07,0.0002395326934977,0.008473938064509124,0.8571644177913977,0.48345274650290004,11.791721991061975,1514,False
AL_47,1514.0,0.9821567383135995,0.1313209146726551,0.0,1.0,1.0,1.0,1.0,0.48345274650290004,-7.290106611205317,1514,False
AL_48,1514.0,0.5020329837821086,0.49853368432591894,0.0,0.0,0.7171666851493173,1.0,1.0,0.48345274650290004,-0.00863735094400076,1514,False
AL_49,1514.0,0.009136399883562381,0.0373279095460904,1.1420520150811333e-43,1.7835797556141828e-07,0.00014032404232414998,0.004265632828825651,0.9,0.48345274650290004,15.09789119796637,1514,False
AL_50,1514.0,0.8233470214404052,0.38128609310596,0.0,1.0,1.0,1.0,1.0,0.48345274650290004,-1.6975133118252084,1514,False
AL_51,1514.0,0.5011514217499834,0.49922092665344736,0.0,0.0,0.7405509150586778,1.0,1.0,0.48345274650290004,-0.005018326537732153,1514,False
AL_52,1514.0,0.010452680925179461,0.03863726219579927,2.868609513789645e-31,1.6798105025954725e-07,0.00013917172064459998,0.0059957283328967,0.9000057276024046,0.48345274650290004,14.023544400185532,1514,False
AL_53,1514.0,0.8115394815927874,0.3907133837300747,0.0,1.0,1.0,1.0,1.0,0.48345274650290004,-1.595076424202227,1514,False
AL_54,1514.0,0.4986789960369881,0.5001634617086068,0.0,0.0,0.0,1.0,1.0,0.48345274650290004,0.0052892761027869524,1514,True
AL_55,1514.0,0.01022688508110918,0.038114553652736,5.3479755193541335e-25,1.1520535925574013e-05,0.0002271859151265,0.0052193568346122245,0.925030382172028,0.48345274650290004,14.208698822995956,1514,False
AL_56,1514.0,0.9062087186261559,0.29163445104609265,0.0,1.0,1.0,1.0,1.0,0.48345274650290004,-2.789423748031372,1514,True
AL_57,1514.0,0.5072413526877583,0.4971108364488525,0.0,0.0,0.8543690401291351,1.0,1.0,0.48345274650290004,-0.029804683902715744,1514,False
AL_58,1514.0,0.010572847291654223,0.035371660529562525,1.326432106617277e-32,2.392206613920305e-07,0.00027332931041085,0.0065533661746112,0.8858126030852566,0.48345274650290004,13.655301634512247,1514,False
AL_59,1514.0,0.9484808454425363,0.22112717604836246,0.0,1.0,1.0,1.0,1.0,0.48345274650290004,-4.061681445937315,1514,True
AL_60,1514.0,0.5135889876455907,0.49928404025261763,0.0,0.0,1.0,1.0,1.0,0.48345274650290004,-0.054368253626520154,1514,False
AL_61,1514.0,0.008480316967080936,0.03487323806324899,6.012584137423056e-35,1.9822234884119883e-07,0.00016161578456045,0.0035555743122983752,0.9134571723325424,0.48345274650290004,16.34010184515366,1514,False
AL_62,1514.0,0.9740922710938678,0.15792239626342922,0.0,1.0,1.0,1.0,1.0,0.48345274650290004,-5.965308234379657,1514,False
AL_63,1514.0,0.5335910561427697,0.4986432390395864,0.0,0.0,1.0,1.0,1.0,0.48345274650290004,-0.13432382208698113,1514,False
AL_64,1514.0,0.009726774271844813,0.03556037045708952,1.3681948346536422e-38,1.3827348829424925e-06,0.00034506371256375003,0.00595400891712885,0.897415993517573,0.48345274650290004,14.924356408337818,1514,False
AL_65,1514.0,0.9130427280415587,0.2815998588033146,0.0,1.0,1.0,1.0,1.0,0.48345274650290004,-2.933622155698947,1514,False
AL_66,1514.0,0.4888672890659192,0.4942738931787615,0.0,0.0,0.1894501758600177,1.0,1.0,0.48345274650290004,0.04449107890481215,1514,False
AL_67,1514.0,0.009874072654866407,0.035112380952515704,2.493953287028168e-38,1.0806468194153213e-07,0.0001191754740258,0.0055864323546465,0.900002770750051,0.48345274650290004,15.005393050495586,1514,False
AL_68,1514.0,0.8163291787561874,0.3867440653559802,0.0,1.0,1.0,1.0,1.0,0.48345274650290004,-1.6346852292918326,1514,False
AL_69,1514.0,0.5038588303670396,0.4983499832320496,0.0,0.0,0.8017045342611913,1.0,1.0,0.48345274650290004,-0.015861685695237028,1514,False
AL_70,1514.0,0.01051671883317439,0.03711955100463106,4.345720625374826e-28,1.4993818783845297e-07,0.00016885129510345,0.0051604600456431,0.900001224243413,0.48345274650290004,13.220047765909973,1514,False
AL_71,1514.0,0.8984208713394098,0.3013462488807814,0.0,1.0,1.0,1.0,1.0,0.48345274650290004,-2.6395368112048545,1514,False
AL_72,1514.0,0.523117569352708,0.4996303227390236,0.0,0.0,1.0,1.0,1.0,0.48345274650290004,-0.09266110199736328,1514,True
AL_73,1514.0,0.00940043079915176,0.036643424906538824,1.5397479674801618e-27,2.0853601932245457e-05,0.0003091818811809,0.004796518353033325,0.8940303165509736,0.48345274650290004,14.90917952144998,1514,False
AL_74,1514.0,0.9425363276089829,0.23280334240289596,0.0,1.0,1.0,1.0,1.0,0.48345274650290004,-3.8068327417294063,1514,True
AL_75,1197.0,0.5059434623870634,0.4999755732880959,0.0,0.0,1.0,1.0,1.0,0.5916069600818833,-0.02398687845166352,1197,False
AL_76,1197.0,0.012641277924201966,0.04415393359027424,9.779794725585093e-30,9.230433396134684e-06,0.0002553999891531,0.007512766560635,0.8584238978478401,0.5916069600818833,11.06719028217428,1197,False
AL_77,1197.0,0.7602339181286549,0.4271190869855007,0.0,1.0,1.0,1.0,1.0,0.5916069600818833,-1.220593806316103,1197,True
AL_78,1197.0,0.5321637426900585,0.49917297481398454,0.0,0.0,1.0,1.0,1.0,0.5916069600818833,-0.12908380400106054,1197,True
AL_79,1197.0,0.010165977097031327,0.03911814254881777,1.8342e-06,1.831953368648339e-05,0.0003001411376109,0.0052425344657754,0.8988165774188646,0.5916069600818833,13.850931588852754,1197,False
AL_80,1197.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5916069600818833,0.0,1197,True
AL_81,1197.0,0.5186589853709085,0.49966282178358806,0.0,0.0,1.0,1.0,1.0,0.5916069600818833,-0.07492784463580512,1197,False
AL_82,1197.0,0.009977752618332697,0.03901305725176068,7.528637880002902e-38,1.1259617829041298e-05,0.0001829128285753,0.0045084147055899,0.9027480558367862,0.5916069600818833,14.637571481298384,1197,False
AL_83,1197.0,0.747702589807853,0.4345125494394582,0.0,0.0,1.0,1.0,1.0,0.5916069600818833,-1.142048279764524,1197,True
AL_84,1197.0,0.5249150210321231,0.4988518339927621,0.0,0.0,1.0,1.0,1.0,0.5916069600818833,-0.09995962583236029,1197,False
AL_85,1197.0,0.01078353932317495,0.04163949505301123,8.346078958424829e-37,4.310903479085063e-07,0.0001594821518702,0.0054888688764138,0.9064614704386031,0.5916069600818833,13.72609204920399,1197,False
AL_86,1197.0,0.5697577276524645,0.49531688932813,0.0,0.0,1.0,1.0,1.0,0.5916069600818833,-0.2821404983069667,1197,True
AL_87,1197.0,0.5382481311357018,0.49857318886516183,0.0,0.0,1.0,1.0,1.0,0.5916069600818833,-0.15333714532209752,1197,False
AL_88,1197.0,0.01034496591556127,0.040933305619350026,3.6290341626168547e-25,1.259574647142202e-05,0.0001996630678779,0.0049967548886339,0.8998351690300767,0.5916069600818833,13.603808911155033,1197,False
AL_89,1197.0,0.8788638262322472,0.3264218381037539,0.0,1.0,1.0,1.0,1.0,0.5916069600818833,-2.3251992584464665,1197,True
AL_90,1197.0,0.5463032556165474,0.4979439442587089,0.0,0.0,1.0,1.0,1.0,0.5916069600818833,-0.18639374026106847,1197,False
AL_91,1197.0,0.009419107743421489,0.03860104617345762,3.6397666774313495e-32,1.9401873004397782e-05,0.0002908961631594,0.0042417004194142,0.8958972420902476,0.5916069600818833,14.308254843229692,1197,False
AL_92,1197.0,0.7184628237259816,0.44993679563162803,0.0,0.0,1.0,1.0,1.0,0.5916069600818833,-0.9727075180666227,1197,True
AL_93,1197.0,0.5213032581453634,0.4997547616953756,0.0,0.0,1.0,1.0,1.0,0.5916069600818833,-0.0853975340284931,1197,True
AL_94,1197.0,0.01319478595161555,0.052680157744627795,3.5046000000000003e-06,5.9688001021060185e-05,0.0006261468476917,0.0071524257255931,0.9,0.5916069600818833,10.130929105524705,1197,False
AL_95,1197.0,0.9557226399331662,0.20579664102028558,0.0,1.0,1.0,1.0,1.0,0.5916069600818833,-4.436276057620777,1197,True
AL_96,1197.0,0.4842713879897143,0.4965239732672385,0.0,0.0,0.0,1.0,1.0,0.5916069600818833,0.062340834038812756,1197,False
AL_97,1197.0,0.011284403990318475,0.041226726688633045,1.1432477934187868e-34,3.13330350232477e-07,0.0001946166455411,0.0061938042973368,0.9001136727251593,0.5916069600818833,12.564905676617698,1197,False
AL_98,1197.0,0.5664630761948558,0.49519240899768524,0.0,0.0,1.0,1.0,1.0,0.5916069600818833,-0.2685535235362018,1197,False
AL_99,1486.0,0.5020188425302826,0.5001642447222633,0.0,0.0,1.0,1.0,1.0,0.4930058000682361,-0.008083597992657655,1486,True
AL_100,1486.0,0.011882249990999199,0.0393522180591777,3.133843680472512e-31,9.371207782019559e-06,0.00036031172069465,0.00766517440912725,0.8595930997581689,0.4930058000682361,11.843537972824933,1486,False
AL_101,1486.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.4930058000682361,0.0,1486,True
AL_102,1486.0,0.5329744279946165,0.49907945767135914,0.0,0.0,1.0,1.0,1.0,0.4930058000682361,-0.13231908233045775,1486,True
AL_103,1486.0,0.009998393081656046,0.036815819571369326,5.4747e-07,1.0956804519998921e-05,0.00024472451923315,0.005561557338849775,0.911281740007858,0.4930058000682361,14.6529651597235,1486,False
AL_104,1486.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.4930058000682361,0.0,1486,True
AL_105,1486.0,0.5053148663683446,0.49494221207222566,0.0,0.0,0.6799008450097691,1.0,1.0,0.4930058000682361,-0.021940734233107502,1486,False
AL_106,1486.0,0.010348195358813329,0.037461579909363885,1.1709244591599357e-33,1.7034133884458096e-07,8.216366383887769e-05,0.00549271641156195,0.9000000707709918,0.4930058000682361,13.558005301459287,1486,False
AL_107,1486.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.4930058000682361,0.0,1486,True
AL_108,1486.0,0.5189288490839412,0.49925921893929365,0.0,0.0,1.0,1.0,1.0,0.4930058000682361,-0.07565361228372437,1486,False
AL_109,1486.0,0.011176043101334519,0.03788607309996488,3.8782390447086736e-35,1.7902450049894976e-06,0.00019595706916745,0.0058636404549789745,0.89973,0.4930058000682361,13.347204439965504,1486,False
AL_110,1486.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.4930058000682361,0.0,1486,True
AL_111,1486.0,0.5363391655450875,0.49884559331190914,0.0,0.0,1.0,1.0,1.0,0.4930058000682361,-0.1458893920266548,1486,True
AL_112,1486.0,0.009622587768257328,0.03795321737792683,1.3680097654790198e-17,1.0734339239545363e-05,0.00022771384246735,0.0057898160226807,0.9394662785130156,0.4930058000682361,15.197857063914237,1486,False
AL_113,1486.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.4930058000682361,0.0,1486,True
AL_114,1486.0,0.5156600212180869,0.4996834991065139,0.0,0.0,1.0,1.0,1.0,0.4930058000682361,-0.062480355477197755,1486,False
AL_115,1486.0,0.0100871300980864,0.0376869775623322,6.383100772572072e-23,9.036154232392507e-06,0.0001856309938739,0.00456952254126295,0.8994605333734945,0.4930058000682361,14.085665731508174,1486,False
AL_116,1486.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.4930058000682361,0.0,1486,True
AL_117,1486.0,0.5094364655326299,0.4998178987185414,0.0,0.0,1.0,1.0,1.0,0.4930058000682361,-0.037800770563004696,1486,False
AL_118,1486.0,0.009153698942157949,0.03576723176210352,7.815147972728607e-35,6.343888083907977e-06,0.00016173776188035,0.0039879719238239,0.905540942748896,0.4930058000682361,15.792578460443655,1486,False
AL_119,1486.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.4930058000682361,0.0,1486,True
AL_120,1486.0,0.5181695827725438,0.4998379678635271,0.0,0.0,1.0,1.0,1.0,0.4930058000682361,-0.07279987216109282,1486,True
AL_121,1486.0,0.009730230513479479,0.037541722033460165,5.876078420178302e-19,8.057267596616616e-06,0.0001813756347037,0.00469776547140755,0.9072452125367302,0.4930058000682361,14.448289384914478,1486,False
AL_122,1486.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.4930058000682361,0.0,1486,True
AL_123,1486.0,0.5241932624320885,0.49738397558289227,0.0,0.0,1.0,1.0,1.0,0.4930058000682361,-0.09578611471204124,1486,False
AL_124,1486.0,0.010822981070385181,0.03848952910885179,1.4727018827967638e-35,7.405340079888994e-06,0.0002396594597801,0.0059072064219738,0.8708333330203238,0.4930058000682361,12.32998523540543,1486,False
AL_125,1486.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.4930058000682361,0.0,1486,True
AL_126,1486.0,0.5415733531888065,0.49755667758768174,0.0,0.0,1.0,1.0,1.0,0.4930058000682361,-0.1666668082071753,1486,False
AL_127,1486.0,0.00937293926884946,0.035524471150473386,7.616714298491673e-34,7.326010057589338e-06,0.00018918731181605,0.00500655952864205,0.8985630402720014,0.4930058000682361,15.946420430674738,1486,False
AL_128,1486.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.4930058000682361,0.0,1486,True
AL_129,1486.0,0.4838083734711433,0.49258465035506627,0.0,0.0,0.13055636063704407,1.0,1.0,0.4930058000682361,0.06590391821287499,1486,False
AL_130,1486.0,0.009776379392954235,0.03758487230036771,4.212562616391921e-35,4.6876011773864835e-06,0.0001839312696309,0.004284082744888,0.899926351619332,0.4930058000682361,14.106549731246606,1486,False
AL_131,1486.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.4930058000682361,0.0,1486,True
AL_132,1486.0,0.5284502448934826,0.49922290297394545,0.0,0.0,1.0,1.0,1.0,0.4930058000682361,-0.11385883746036181,1486,False
AL_133,1486.0,0.009902679240802995,0.03861388189398904,3.5238459902032762e-15,7.869840127433843e-06,0.00019886312574565,0.004616683739218275,0.9515682130753712,0.4930058000682361,14.864201077600837,1486,False
AL_134,1486.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.4930058000682361,0.0,1486,True
AL_135,1486.0,0.5551816958277255,0.4971129450091881,0.0,0.0,1.0,1.0,1.0,0.4930058000682361,-0.22230788896074996,1486,True
AL_136,1486.0,0.011445109962355766,0.0394467210330597,5.118506031066572e-48,7.063633094566733e-06,0.00023302370770525,0.006271816045566075,0.8655042311658896,0.4930058000682361,12.02910053659162,1486,False
AL_137,1486.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.4930058000682361,0.0,1486,True
AL_138,1486.0,0.5154777927321669,0.49992862168436847,0.0,0.0,1.0,1.0,1.0,0.4930058000682361,-0.06200346056957794,1486,True
AL_139,1486.0,0.0094493207605025,0.03638748240916609,1.548844537972613e-25,5.896680699673092e-06,0.00020200681829615,0.005131337563343775,0.9079001152783032,0.4930058000682361,16.17513339995614,1486,False
AL_140,1486.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.4930058000682361,0.0,1486,True
AL_141,1486.0,0.519642057829081,0.499294118336906,0.0,0.0,1.0,1.0,1.0,0.4930058000682361,-0.07913270852582426,1486,False
AL_142,1486.0,0.009976701068324496,0.03767110092663129,1.4162818184890048e-41,2.8648445295972803e-06,0.0001708364416458,0.004653485891463,0.8997305280528345,0.4930058000682361,13.402097932176053,1486,False
AL_143,1486.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.4930058000682361,0.0,1486,True
AL_144,1486.0,0.5370121130551817,0.49879608174714685,0.0,0.0,1.0,1.0,1.0,0.4930058000682361,-0.14860579689939163,1486,True
AL_145,1486.0,0.010639621237604396,0.038013354414485494,4.341737319622192e-27,8.165614492711473e-06,0.00021285248774965,0.0071338246781119255,0.899550000959408,0.4930058000682361,13.922144966938253,1486,False
AL_146,1486.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.4930058000682361,0.0,1486,True
AL_147,1486.0,0.5259823776798591,0.49876588218763823,0.0,0.0,1.0,1.0,1.0,0.4930058000682361,-0.10445863848107645,1486,False
AL_148,1486.0,0.010306537145718407,0.03802066078693414,4.7743443440797865e-27,6.789534631854655e-06,0.00025638131019755,0.005275073863084725,0.8989218385146435,0.4930058000682361,14.364072056257733,1486,False
AL_149,1486.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.4930058000682361,0.0,1486,True
AL_150,1486.0,0.5261474798311926,0.49781032196146213,0.0,0.0,1.0,1.0,1.0,0.4930058000682361,-0.10466190572280286,1486,False
AL_151,1486.0,0.010670046400389297,0.03689444408149024,9.197338296194895e-39,7.084580275660194e-06,0.00032609011765455,0.00618902361981985,0.8997892498794531,0.4930058000682361,13.651278989377925,1486,False
AL_152,1486.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.4930058000682361,0.0,1486,True
AL_153,1486.0,0.5127860026917901,0.5000047581920773,0.0,0.0,1.0,1.0,1.0,0.4930058000682361,-0.0512124506480372,1486,True
AL_154,1486.0,0.008547267391558748,0.035041185650531985,4.903518726756012e-28,4.729713793612206e-06,0.00014031182915445002,0.00361633557521685,0.8980200000001782,0.4930058000682361,16.60999582742937,1486,False
AL_155,1486.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.4930058000682361,0.0,1486,True
AL_156,1486.0,0.518792166269379,0.49948362185034445,0.0,0.0,1.0,1.0,1.0,0.4930058000682361,-0.07531164752137709,1486,False
AL_157,1486.0,0.011721245252826511,0.03943453524692636,2.1846074855864667e-32,7.555919262536525e-06,0.00031238827940775,0.006602690964216425,0.859680024506774,0.4930058000682361,11.790359960330793,1486,False
AL_158,1486.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.4930058000682361,0.0,1486,True
AL_159,1486.0,0.5056445821574779,0.4998762336352731,0.0,0.0,1.0,1.0,1.0,0.4930058000682361,-0.02273542021845769,1486,False
AL_160,1486.0,0.009993766392761989,0.03725678005043546,2.691769449084121e-27,7.542806374849484e-06,0.0001997200710521,0.005246994391193075,0.899795233026238,0.4930058000682361,14.348510327439707,1486,False
AL_161,1486.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.4930058000682361,0.0,1486,True
AL_162,1486.0,0.5085813188082076,0.4997625803766133,0.0,0.0,1.0,1.0,1.0,0.4930058000682361,-0.033867004596851255,1486,False
AL_163,1486.0,0.009991411460512438,0.03639657769998769,1.6106240152413934e-38,6.830543836610498e-06,0.00018999488479115,0.005336093259426175,0.8997302187305486,0.4930058000682361,13.956430924383573,1486,False
AL_164,1486.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.4930058000682361,0.0,1486,True
AL_165,1486.0,0.5220247865504763,0.4995061438987065,0.0,0.0,1.0,1.0,1.0,0.4930058000682361,-0.08837652974379911,1486,False
AL_166,1486.0,0.010152379651027825,0.0364198434360227,1.4797877829219396e-28,9.239027399485283e-06,0.00019923689216205,0.005563800993425875,0.8999055984991317,0.4930058000682361,13.985476378737062,1486,False
AL_167,1486.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.4930058000682361,0.0,1486,True
AL_168,1486.0,0.5138768122329371,0.4989658086323848,0.0,0.0,1.0,1.0,1.0,0.4930058000682361,-0.056504048497865916,1486,False
AL_169,1486.0,0.010259891769575091,0.036788476508030646,3.4890800015020524e-34,3.4874974819466175e-06,0.000219615596421,0.00542584398856185,0.902868428985212,0.4930058000682361,14.599949676764744,1486,False
AL_170,1486.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.4930058000682361,0.0,1486,True
