path,classification,reason,recommended_action,archive_target,execution_status
artifacts/metrics/experiments/lightgbm_balanced_regularized/metrics.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
artifacts/metrics/experiments/lightgbm_conservative_regularized/config.json,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
artifacts/metrics/experiments/lightgbm_conservative_regularized/metrics.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
artifacts/metrics/experiments/lightgbm_current_best/config.json,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
artifacts/metrics/experiments/lightgbm_current_best/metrics.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
artifacts/metrics/experiments/lightgbm_high_capacity_controlled/config.json,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
artifacts/metrics/experiments/lightgbm_high_capacity_controlled/metrics.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
artifacts/metrics/feature_list.json,ARCHIVE_PREVIOUS_RESULTS,generated artifact not identified as final,archive rather than delete,archive/previous_results/misc,NOT_EXECUTED
artifacts/metrics/optuna_medical_best_params.json,ARCHIVE_PREVIOUS_RESULTS,generated artifact not identified as final,archive rather than delete,archive/previous_results/misc,NOT_EXECUTED
artifacts/models/audited_master_only_lgbm/feature_columns.txt,ARCHIVE_PREVIOUS_RESULTS,generated artifact not identified as final,archive rather than delete,archive/previous_results/misc,NOT_EXECUTED
artifacts/models/audited_master_only_lgbm/full_model.joblib,ARCHIVE_PREVIOUS_RESULTS,generated artifact not identified as final,archive rather than delete,archive/previous_results/misc,NOT_EXECUTED
artifacts/models/model_columns.txt,ARCHIVE_PREVIOUS_RESULTS,generated artifact not identified as final,archive rather than delete,archive/previous_results/misc,NOT_EXECUTED
artifacts/predictions/master_cv_model_predictions_phase9.csv,ARCHIVE_PREVIOUS_RESULTS,generated artifact not identified as final,archive rather than delete,archive/previous_results/misc,NOT_EXECUTED
artifacts/predictions/model_zoo_folds/fold_0_predictions.csv,ARCHIVE_PREVIOUS_RESULTS,generated artifact not identified as final,archive rather than delete,archive/previous_results/misc,NOT_EXECUTED
artifacts/predictions/model_zoo_folds/fold_1_predictions.csv,ARCHIVE_PREVIOUS_RESULTS,generated artifact not identified as final,archive rather than delete,archive/previous_results/misc,NOT_EXECUTED
artifacts/predictions/model_zoo_folds/fold_2_predictions.csv,ARCHIVE_PREVIOUS_RESULTS,generated artifact not identified as final,archive rather than delete,archive/previous_results/misc,NOT_EXECUTED
artifacts/predictions/model_zoo_folds/fold_3_predictions.csv,ARCHIVE_PREVIOUS_RESULTS,generated artifact not identified as final,archive rather than delete,archive/previous_results/misc,NOT_EXECUTED
artifacts/predictions/model_zoo_folds/fold_4_predictions.csv,ARCHIVE_PREVIOUS_RESULTS,generated artifact not identified as final,archive rather than delete,archive/previous_results/misc,NOT_EXECUTED
artifacts/predictions/model_zoo_oof_predictions.csv,ARCHIVE_PREVIOUS_RESULTS,generated artifact not identified as final,archive rather than delete,archive/previous_results/misc,NOT_EXECUTED
artifacts/predictions/model_zoo_panel_predictions.csv,ARCHIVE_PREVIOUS_RESULTS,generated artifact not identified as final,archive rather than delete,archive/previous_results/misc,NOT_EXECUTED
artifacts/predictions/oof_predictions.csv,ARCHIVE_PREVIOUS_RESULTS,generated artifact not identified as final,archive rather than delete,archive/previous_results/misc,NOT_EXECUTED
artifacts/predictions/optuna_medical_candidate_oof_predictions.csv,ARCHIVE_PREVIOUS_RESULTS,generated artifact not identified as final,archive rather than delete,archive/previous_results/misc,NOT_EXECUTED
artifacts/predictions/optuna_medical_candidate_panel_predictions.csv,ARCHIVE_PREVIOUS_RESULTS,generated artifact not identified as final,archive rather than delete,archive/previous_results/misc,NOT_EXECUTED
artifacts/predictions/panel_unique_model_predictions_phase9.csv,ARCHIVE_PREVIOUS_RESULTS,generated artifact not identified as final,archive rather than delete,archive/previous_results/misc,NOT_EXECUTED
artifacts/predictions/panel_unique_predictions.csv,ARCHIVE_PREVIOUS_RESULTS,generated artifact not identified as final,archive rather than delete,archive/previous_results/misc,NOT_EXECUTED
artifacts/preprocessors/feature_engineer.joblib,ARCHIVE_PREVIOUS_RESULTS,generated artifact not identified as final,archive rather than delete,archive/previous_results/misc,NOT_EXECUTED
audit_outputs/00_repository_inventory.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
audit_outputs/01_codebase_architecture.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
audit_outputs/02_data_audit_report.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
audit_outputs/03_leakage_audit_report.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
audit_outputs/04_metric_audit_report.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
audit_outputs/05_validation_audit_report.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
audit_outputs/06_pipeline_bug_report.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
audit_outputs/07_model_audit_report.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
audit_outputs/08_feature_engineering_audit.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
audit_outputs/09_threshold_calibration_audit.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
audit_outputs/10_explainability_audit.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
audit_outputs/11_inference_readiness_report.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
audit_outputs/12_reproducibility_report.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
audit_outputs/13_applied_fixes.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
audit_outputs/14_final_model_verification.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
audit_outputs/15_teknofest_readiness_verdict.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
audit_outputs/audited_feature_importance.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
audit_outputs/audited_feature_importance.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
audit_outputs/class_distribution.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
audit_outputs/data_shapes.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
audit_outputs/duplicate_overlap_summary.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
audit_outputs/inference_smoke.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
audit_outputs/missingness_summary.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
audit_outputs/recomputed_confusion_matrices.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
audit_outputs/recomputed_master_metrics.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
audit_outputs/recomputed_panel_metrics.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
audit_outputs/recomputed_subgroup_metrics.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
audit_outputs/recomputed_threshold_sweep.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
audit_outputs/repository_file_listing.txt,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
audit_outputs/schema_mismatch_summary.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
catboost_info/catboost_training.json,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
catboost_info/learn/events.out.tfevents,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
catboost_info/learn_error.tsv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
catboost_info/time_left.tsv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
notebooks/01_data_understanding.ipynb,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
notebooks/02_feature_engineering_and_validation.ipynb,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
notebooks/03_model_training_and_evaluation.ipynb,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
notebooks/04_explainability_and_report_outputs.ipynb,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
outputs/audit/data_audit_report.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
outputs/audit/error_analysis_report.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
outputs/audit/explainability_audit_report.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
outputs/audit/hyperparameter_audit_report.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
outputs/audit/leakage_audit_report.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
outputs/audit/metric_audit_report.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
outputs/audit/prioritized_fix_plan.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
outputs/audit/subgroup_audit_report.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
outputs/audit/threshold_audit_report.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
outputs/figures/feature_importance.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
outputs/figures/master_confusion_matrix.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
outputs/figures/subgroup_performance.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
outputs/figures/threshold_optimization.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
outputs/final/error_analysis.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
outputs/final/feature_importance.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
outputs/final/final_metric_verification.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
outputs/final/final_predictions.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
outputs/final/inference_dry_run.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
outputs/final/model_selection_report.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
outputs/final/subgroup_metrics.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
outputs/final/submission.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
outputs/final/TEKNOFEST_MODEL_READINESS_REPORT.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
outputs/final/threshold_sweep.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/misc,NOT_EXECUTED
reports/calibration_decision_review.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/current_results_verification.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda/EDA_MODEL_BRIDGE.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda/EDA_REPORT.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda/figures/al_pca_cumulative_variance.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda/figures/eda_model_feature_alignment.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda/figures/ek_spearman_correlation.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda/figures/missingness_top80.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda/figures/top10_numeric_boxplots.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda/tables/eda_model_feature_alignment.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda/tables/eda_panel_model_alignment.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda/tables/eda_to_model_decision_bridge.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda/tables/phase1_constant_near_constant.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda/tables/phase1_missingness_bands.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda/tables/phase1_missingness_profile.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda/tables/phase1_overlaps.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda/tables/phase1_schema_class_balance.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda/tables/phase2_aa_frequency.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda/tables/phase2_aa_nonstandard_codes.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda/tables/phase2_aa_pairs.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda/tables/phase2_al_distribution_summary.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda/tables/phase2_al_groups_by_n_notna.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda/tables/phase2_cat_label_rates.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda/tables/phase2_cat_summary.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda/tables/phase2_ek_spearman_correlation.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda/tables/phase2_ek_summary.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda/tables/phase3_missingness_as_feature.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda/tables/phase3_numeric_auc_ranked.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda/tables/phase4_al_pca.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda/tables/phase4_al_triplet_correlations.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda/tables/phase4_cross_group_spearman.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda/tables/phase4_high_cross_group_correlations.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda/tables/phase4_leakage_suspects.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda/tables/phase5_panel_unique_vs_shared.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda/tables/phase5_top10_cross_dataset_shift.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda/tables/phase6_acmg_interpretation.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda/TEKNOFEST2026_EDA.ipynb,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda/TEKNOFEST2026_EDA_EXECUTED.ipynb,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda_notebook_outputs/figures/al_pca_cumulative_variance.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
