column,missing_rate,missing_count,band
EK_3,0.45377004435346296,1330,26-50%
AL_99,0.4930058000682361,1445,26-50%
AL_100,0.4930058000682361,1445,26-50%
AL_101,0.4930058000682361,1445,26-50%
AL_102,0.4930058000682361,1445,26-50%
AL_103,0.4930058000682361,1445,26-50%
AL_104,0.4930058000682361,1445,26-50%
AL_105,0.4930058000682361,1445,26-50%
AL_106,0.4930058000682361,1445,26-50%
AL_107,0.4930058000682361,1445,26-50%
AL_108,0.4930058000682361,1445,26-50%
AL_109,0.4930058000682361,1445,26-50%
AL_110,0.4930058000682361,1445,26-50%
AL_111,0.4930058000682361,1445,26-50%
AL_112,0.4930058000682361,1445,26-50%
AL_113,0.4930058000682361,1445,26-50%
AL_114,0.4930058000682361,1445,26-50%
AL_115,0.4930058000682361,1445,26-50%
AL_116,0.4930058000682361,1445,26-50%
AL_117,0.4930058000682361,1445,26-50%
AL_118,0.4930058000682361,1445,26-50%
AL_119,0.4930058000682361,1445,26-50%
AL_120,0.4930058000682361,1445,26-50%
AL_121,0.4930058000682361,1445,26-50%
AL_122,0.4930058000682361,1445,26-50%
AL_123,0.4930058000682361,1445,26-50%
AL_124,0.4930058000682361,1445,26-50%
AL_125,0.4930058000682361,1445,26-50%
AL_126,0.4930058000682361,1445,26-50%
AL_127,0.4930058000682361,1445,26-50%
AL_128,0.4930058000682361,1445,26-50%
AL_129,0.4930058000682361,1445,26-50%
AL_130,0.4930058000682361,1445,26-50%
AL_131,0.4930058000682361,1445,26-50%
AL_132,0.4930058000682361,1445,26-50%
AL_133,0.4930058000682361,1445,26-50%
AL_134,0.4930058000682361,1445,26-50%
AL_135,0.4930058000682361,1445,26-50%
AL_136,0.4930058000682361,1445,26-50%
AL_137,0.4930058000682361,1445,26-50%
AL_138,0.4930058000682361,1445,26-50%
AL_139,0.4930058000682361,1445,26-50%
AL_140,0.4930058000682361,1445,26-50%
AL_141,0.4930058000682361,1445,26-50%
AL_142,0.4930058000682361,1445,26-50%
AL_143,0.4930058000682361,1445,26-50%
AL_144,0.4930058000682361,1445,26-50%
AL_145,0.4930058000682361,1445,26-50%
AL_146,0.4930058000682361,1445,26-50%
AL_147,0.4930058000682361,1445,26-50%
AL_148,0.4930058000682361,1445,26-50%
AL_149,0.4930058000682361,1445,26-50%
AL_150,0.4930058000682361,1445,26-50%
AL_151,0.4930058000682361,1445,26-50%
AL_152,0.4930058000682361,1445,26-50%
AL_153,0.4930058000682361,1445,26-50%
AL_154,0.4930058000682361,1445,26-50%
AL_155,0.4930058000682361,1445,26-50%
AL_156,0.4930058000682361,1445,26-50%
AL_157,0.4930058000682361,1445,26-50%
AL_158,0.4930058000682361,1445,26-50%
AL_159,0.4930058000682361,1445,26-50%
AL_160,0.4930058000682361,1445,26-50%
AL_161,0.4930058000682361,1445,26-50%
AL_162,0.4930058000682361,1445,26-50%
AL_163,0.4930058000682361,1445,26-50%
AL_164,0.4930058000682361,1445,26-50%
AL_165,0.4930058000682361,1445,26-50%
AL_166,0.4930058000682361,1445,26-50%
AL_167,0.4930058000682361,1445,26-50%
AL_168,0.4930058000682361,1445,26-50%
AL_169,0.4930058000682361,1445,26-50%
AL_170,0.4930058000682361,1445,26-50%
AL_171,0.4930058000682361,1445,26-50%
AL_172,0.4930058000682361,1445,26-50%
AL_173,0.4930058000682361,1445,26-50%
AL_174,0.4930058000682361,1445,26-50%
AL_175,0.4930058000682361,1445,26-50%
AL_176,0.4930058000682361,1445,26-50%
AL_177,0.4930058000682361,1445,26-50%
AL_178,0.4930058000682361,1445,26-50%
AL_179,0.4930058000682361,1445,26-50%
AL_180,0.4930058000682361,1445,26-50%
AL_181,0.4930058000682361,1445,26-50%
AL_182,0.4930058000682361,1445,26-50%
AL_183,0.6639372227908563,1946,51-75%
AL_184,0.6639372227908563,1946,51-75%
AL_185,0.6639372227908563,1946,51-75%
CAT_5,0.12248379392698738,359,1-25%
AL_186,0.3135448652337086,919,26-50%
AL_187,0.6448311156601843,1890,51-75%
AL_188,0.6448311156601843,1890,51-75%
AL_189,0.6448311156601843,1890,51-75%
AL_190,0.6448311156601843,1890,51-75%
AL_191,0.6448311156601843,1890,51-75%
AL_192,0.6448311156601843,1890,51-75%
AL_193,0.6448311156601843,1890,51-75%
AL_194,0.6448311156601843,1890,51-75%
AL_195,0.6448311156601843,1890,51-75%
AL_196,0.6448311156601843,1890,51-75%
AL_197,0.6448311156601843,1890,51-75%
AL_198,0.6448311156601843,1890,51-75%
AL_199,0.6448311156601843,1890,51-75%
AL_200,0.6448311156601843,1890,51-75%
AL_201,0.6448311156601843,1890,51-75%
AL_202,0.6448311156601843,1890,51-75%
AL_203,0.6448311156601843,1890,51-75%
AL_204,0.6448311156601843,1890,51-75%
AL_205,0.6448311156601843,1890,51-75%
AL_206,0.6448311156601843,1890,51-75%
AL_207,0.6448311156601843,1890,51-75%
AL_208,0.6448311156601843,1890,51-75%
AL_209,0.6448311156601843,1890,51-75%
AL_210,0.6448311156601843,1890,51-75%
AL_211,0.6448311156601843,1890,51-75%
AL_212,0.6448311156601843,1890,51-75%
AL_213,0.6448311156601843,1890,51-75%
AL_214,0.7434322756738314,2179,51-75%
AL_215,0.7434322756738314,2179,51-75%
AL_216,0.7434322756738314,2179,51-75%
AL_217,0.7434322756738314,2179,51-75%
AL_218,0.6448311156601843,1890,51-75%
AL_219,0.6448311156601843,1890,51-75%
AL_220,0.6448311156601843,1890,51-75%
AL_221,0.6448311156601843,1890,51-75%
AL_222,0.6448311156601843,1890,51-75%
CAT_6,0.9771409075400888,2864,76-99%
AL_223,0.6448311156601843,1890,51-75%
AL_224,0.6448311156601843,1890,51-75%
AL_225,0.6448311156601843,1890,51-75%
AL_226,0.6448311156601843,1890,51-75%
AL_227,0.6448311156601843,1890,51-75%
AL_228,0.6448311156601843,1890,51-75%
AL_229,0.6448311156601843,1890,51-75%
AL_230,0.6448311156601843,1890,51-75%
AL_231,0.6448311156601843,1890,51-75%
AL_232,0.6448311156601843,1890,51-75%
AL_233,0.6448311156601843,1890,51-75%
AL_234,0.6448311156601843,1890,51-75%
AL_235,0.6448311156601843,1890,51-75%
AL_236,0.6448311156601843,1890,51-75%
AL_237,0.6448311156601843,1890,51-75%
AL_238,0.6448311156601843,1890,51-75%
AL_239,0.6448311156601843,1890,51-75%
AL_240,0.6448311156601843,1890,51-75%
AL_241,0.6448311156601843,1890,51-75%
AL_242,0.6448311156601843,1890,51-75%
AL_243,0.6448311156601843,1890,51-75%
AL_244,0.6448311156601843,1890,51-75%
AL_245,0.6448311156601843,1890,51-75%
AL_246,0.6448311156601843,1890,51-75%
AL_247,0.6448311156601843,1890,51-75%
AL_248,0.6448311156601843,1890,51-75%
AL_249,0.6448311156601843,1890,51-75%
AL_250,0.6618901398839986,1940,51-75%
AL_251,0.6618901398839986,1940,51-75%
AL_252,0.6618901398839986,1940,51-75%
AL_253,0.6618901398839986,1940,51-75%
AL_254,0.6448311156601843,1890,51-75%
AL_255,0.6448311156601843,1890,51-75%
AL_256,0.6448311156601843,1890,51-75%
AL_257,0.6448311156601843,1890,51-75%
AL_258,0.6448311156601843,1890,51-75%
AL_259,0.6448311156601843,1890,51-75%
AL_260,0.6448311156601843,1890,51-75%
AL_261,0.6448311156601843,1890,51-75%
AL_262,0.6448311156601843,1890,51-75%
AL_263,0.6448311156601843,1890,51-75%
AL_264,0.6448311156601843,1890,51-75%
AL_265,0.6448311156601843,1890,51-75%
AL_266,0.6448311156601843,1890,51-75%
AL_267,0.6448311156601843,1890,51-75%
AL_268,0.6448311156601843,1890,51-75%
AL_269,0.6448311156601843,1890,51-75%
AL_270,0.6448311156601843,1890,51-75%
AL_271,0.6448311156601843,1890,51-75%
AL_272,0.6448311156601843,1890,51-75%
AL_273,0.6448311156601843,1890,51-75%
AL_274,0.6448311156601843,1890,51-75%
AL_275,0.6451722961446605,1891,51-75%
AL_276,0.6448311156601843,1890,51-75%
AL_277,0.6448311156601843,1890,51-75%
AL_278,0.6448311156601843,1890,51-75%
AL_279,0.6448311156601843,1890,51-75%
AL_280,0.6448311156601843,1890,51-75%
AL_281,0.6448311156601843,1890,51-75%
AL_282,0.6448311156601843,1890,51-75%
AL_283,0.6448311156601843,1890,51-75%
AL_284,0.6448311156601843,1890,51-75%
AL_285,0.6448311156601843,1890,51-75%
AL_286,0.665984305697714,1952,51-75%
AL_287,0.665984305697714,1952,51-75%
AL_288,0.665984305697714,1952,51-75%
AL_289,0.665984305697714,1952,51-75%
AL_290,0.6448311156601843,1890,51-75%
AL_291,0.6448311156601843,1890,51-75%
AL_292,0.6448311156601843,1890,51-75%
AL_293,0.6448311156601843,1890,51-75%
AL_294,0.6448311156601843,1890,51-75%
AL_295,0.44319344933469806,1299,26-50%
AL_296,0.44319344933469806,1299,26-50%
AL_297,0.44319344933469806,1299,26-50%
AL_298,0.44319344933469806,1299,26-50%
AL_299,0.44319344933469806,1299,26-50%
AL_300,0.44319344933469806,1299,26-50%
AL_301,0.44319344933469806,1299,26-50%
AL_302,0.44319344933469806,1299,26-50%
AL_303,0.44319344933469806,1299,26-50%
AL_304,0.44319344933469806,1299,26-50%
AL_305,0.44319344933469806,1299,26-50%
AL_306,0.44319344933469806,1299,26-50%
AL_307,0.44319344933469806,1299,26-50%
AL_308,0.44319344933469806,1299,26-50%
AL_309,0.44319344933469806,1299,26-50%
AL_310,0.44319344933469806,1299,26-50%
AL_311,0.44319344933469806,1299,26-50%
AL_312,0.44319344933469806,1299,26-50%
AL_313,0.44319344933469806,1299,26-50%
AL_314,0.44319344933469806,1299,26-50%
AL_315,0.44319344933469806,1299,26-50%
AL_316,0.44319344933469806,1299,26-50%
AL_317,0.44319344933469806,1299,26-50%
AL_318,0.44319344933469806,1299,26-50%
AL_319,0.44319344933469806,1299,26-50%
AL_320,0.44319344933469806,1299,26-50%
AL_321,0.44319344933469806,1299,26-50%
AL_322,0.44319344933469806,1299,26-50%
AL_323,0.44319344933469806,1299,26-50%
AL_324,0.44319344933469806,1299,26-50%
AL_325,0.44319344933469806,1299,26-50%
AL_326,0.44319344933469806,1299,26-50%
AL_327,0.44319344933469806,1299,26-50%
AL_328,0.44319344933469806,1299,26-50%
AL_329,0.44319344933469806,1299,26-50%
AL_330,0.44319344933469806,1299,26-50%
AL_331,0.44319344933469806,1299,26-50%
AL_332,0.44319344933469806,1299,26-50%
AL_333,0.44319344933469806,1299,26-50%
AL_334,0.44319344933469806,1299,26-50%
EK_4,0.12248379392698738,359,1-25%
EK_5,0.12248379392698738,359,1-25%
EK_6,0.12248379392698738,359,1-25%
EK_7,0.12248379392698738,359,1-25%
EK_8,0.12248379392698738,359,1-25%
EK_9,0.20709655407710678,607,1-25%
AA_1,0.1187308085977482,348,1-25%
AA_2,0.11941316956670078,350,1-25%
Label,0.0,0,0%
