path,extension,bytes,classification,reason,proposed_archive_root
artifacts/metrics/experiments/experiment_006_ensemble_stack/metrics.csv,.csv,1153,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
artifacts/metrics/experiments/experiment_007_lr_ek_only/config.json,.json,188,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
artifacts/metrics/experiments/experiment_007_lr_ek_only/diagnosis.md,.md,172,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
artifacts/metrics/experiments/experiment_007_lr_ek_only/metrics.csv,.csv,2222,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
artifacts/metrics/experiments/experiment_008_ek_only_features/config.json,.json,177,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
artifacts/metrics/experiments/experiment_008_ek_only_features/diagnosis.md,.md,160,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
artifacts/metrics/experiments/experiment_008_ek_only_features/metrics.csv,.csv,427,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
artifacts/metrics/experiments/experiment_009_al_only_features/config.json,.json,177,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
artifacts/metrics/experiments/experiment_009_al_only_features/diagnosis.md,.md,160,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
artifacts/metrics/experiments/experiment_009_al_only_features/metrics.csv,.csv,427,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
artifacts/metrics/experiments/experiment_010_engineered_only/config.json,.json,177,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
artifacts/metrics/experiments/experiment_010_engineered_only/diagnosis.md,.md,175,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
artifacts/metrics/experiments/experiment_010_engineered_only/metrics.csv,.csv,441,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
artifacts/metrics/experiments/lightgbm_balanced_regularized/config.json,.json,327,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
artifacts/metrics/experiments/lightgbm_balanced_regularized/metrics.csv,.csv,782,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
artifacts/metrics/experiments/lightgbm_conservative_regularized/config.json,.json,327,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
artifacts/metrics/experiments/lightgbm_conservative_regularized/metrics.csv,.csv,806,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
artifacts/metrics/experiments/lightgbm_current_best/config.json,.json,291,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
artifacts/metrics/experiments/lightgbm_current_best/metrics.csv,.csv,736,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
artifacts/metrics/experiments/lightgbm_high_capacity_controlled/config.json,.json,330,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
artifacts/metrics/experiments/lightgbm_high_capacity_controlled/metrics.csv,.csv,793,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
artifacts/metrics/feature_list.json,.json,5696,LEGACY_ARCHIVE,report or experiment output not required for direct inference,archive/previous_results/
artifacts/metrics/optuna_medical_best_params.json,.json,2766,LEGACY_ARCHIVE,report or experiment output not required for direct inference,archive/previous_results/
artifacts/models/lightgbm_final.joblib,.joblib,9797876,LEGACY_ARCHIVE,report or experiment output not required for direct inference,archive/previous_results/
artifacts/models/model_columns.txt,.txt,3495,LEGACY_ARCHIVE,report or experiment output not required for direct inference,archive/previous_results/
artifacts/predictions/master_cv_model_predictions_phase9.csv,.csv,1178574,LEGACY_ARCHIVE,report or experiment output not required for direct inference,archive/previous_results/
artifacts/predictions/model_zoo_folds/fold_0_predictions.csv,.csv,69533,LEGACY_ARCHIVE,report or experiment output not required for direct inference,archive/previous_results/
artifacts/predictions/model_zoo_folds/fold_1_predictions.csv,.csv,69073,LEGACY_ARCHIVE,report or experiment output not required for direct inference,archive/previous_results/
artifacts/predictions/model_zoo_folds/fold_2_predictions.csv,.csv,69039,LEGACY_ARCHIVE,report or experiment output not required for direct inference,archive/previous_results/
artifacts/predictions/model_zoo_folds/fold_3_predictions.csv,.csv,69999,LEGACY_ARCHIVE,report or experiment output not required for direct inference,archive/previous_results/
artifacts/predictions/model_zoo_folds/fold_4_predictions.csv,.csv,70372,LEGACY_ARCHIVE,report or experiment output not required for direct inference,archive/previous_results/
artifacts/predictions/model_zoo_oof_predictions.csv,.csv,317968,LEGACY_ARCHIVE,report or experiment output not required for direct inference,archive/previous_results/
artifacts/predictions/model_zoo_panel_predictions.csv,.csv,41687,LEGACY_ARCHIVE,report or experiment output not required for direct inference,archive/previous_results/
artifacts/predictions/oof_predictions.csv,.csv,140654,LEGACY_ARCHIVE,report or experiment output not required for direct inference,archive/previous_results/
artifacts/predictions/optuna_medical_candidate_oof_predictions.csv,.csv,190893,LEGACY_ARCHIVE,report or experiment output not required for direct inference,archive/previous_results/
artifacts/predictions/optuna_medical_candidate_panel_predictions.csv,.csv,19912,LEGACY_ARCHIVE,report or experiment output not required for direct inference,archive/previous_results/
artifacts/predictions/panel_unique_model_predictions_phase9.csv,.csv,21316,LEGACY_ARCHIVE,report or experiment output not required for direct inference,archive/previous_results/
artifacts/predictions/panel_unique_predictions.csv,.csv,19465,LEGACY_ARCHIVE,report or experiment output not required for direct inference,archive/previous_results/
artifacts/preprocessors/feature_engineer.joblib,.joblib,40787,LEGACY_ARCHIVE,report or experiment output not required for direct inference,archive/previous_results/
catboost_info/catboost_training.json,.json,19447,LEGACY_ARCHIVE,retain as evidence pending archive execution,archive/previous_results/
catboost_info/learn/events.out.tfevents,.tfevents,10870,LEGACY_ARCHIVE,retain as evidence pending archive execution,archive/previous_results/
catboost_info/learn_error.tsv,.tsv,3275,LEGACY_ARCHIVE,retain as evidence pending archive execution,archive/previous_results/
catboost_info/time_left.tsv,.tsv,2868,LEGACY_ARCHIVE,retain as evidence pending archive execution,archive/previous_results/
data/processed/adsiz_dokuman_extracted.txt,.txt,12175,LEGACY_ARCHIVE,retain as evidence pending archive execution,archive/previous_results/
data/processed/binary_al_flag_columns.txt,.txt,806,LEGACY_ARCHIVE,retain as evidence pending archive execution,archive/previous_results/
data/processed/cftr_engineered.csv,.csv,352456,LEGACY_ARCHIVE,retain as evidence pending archive execution,archive/previous_results/
data/processed/cftr_prepared.csv,.csv,281583,LEGACY_ARCHIVE,retain as evidence pending archive execution,archive/previous_results/
data/processed/cftr_unique.csv,.csv,95961,LEGACY_ARCHIVE,retain as evidence pending archive execution,archive/previous_results/
data/processed/cftr_unique_engineered.csv,.csv,118296,LEGACY_ARCHIVE,retain as evidence pending archive execution,archive/previous_results/
data/processed/codex_repository_pdf_extracted.txt,.txt,17571,LEGACY_ARCHIVE,retain as evidence pending archive execution,archive/previous_results/
data/processed/engineered_feature_columns.txt,.txt,924,LEGACY_ARCHIVE,retain as evidence pending archive execution,archive/previous_results/
data/processed/first_section_overlap_summary.csv,.csv,483,LEGACY_ARCHIVE,retain as evidence pending archive execution,archive/previous_results/
data/processed/kanser_engineered.csv,.csv,897755,LEGACY_ARCHIVE,retain as evidence pending archive execution,archive/previous_results/
data/processed/kanser_prepared.csv,.csv,661299,LEGACY_ARCHIVE,retain as evidence pending archive execution,archive/previous_results/
data/processed/kanser_unique.csv,.csv,307386,LEGACY_ARCHIVE,retain as evidence pending archive execution,archive/previous_results/
data/processed/kanser_unique_engineered.csv,.csv,395794,LEGACY_ARCHIVE,retain as evidence pending archive execution,archive/previous_results/
data/processed/lgbm_best_params.json,.json,297,LEGACY_ARCHIVE,retain as evidence pending archive execution,archive/previous_results/
data/processed/lgbm_optuna_trials.csv,.csv,425,LEGACY_ARCHIVE,retain as evidence pending archive execution,archive/previous_results/
data/processed/master_contamination_aware_fold_summary.csv,.csv,375,LEGACY_ARCHIVE,retain as evidence pending archive execution,archive/previous_results/
data/processed/master_contamination_aware_folds.csv,.csv,78088,LEGACY_ARCHIVE,retain as evidence pending archive execution,archive/previous_results/
data/processed/master_engineered.csv,.csv,6936387,LEGACY_ARCHIVE,retain as evidence pending archive execution,archive/previous_results/
data/processed/master_prepared.csv,.csv,5169930,LEGACY_ARCHIVE,retain as evidence pending archive execution,archive/previous_results/
data/processed/model_performance_improvement_plan_extracted.txt,.txt,16348,LEGACY_ARCHIVE,retain as evidence pending archive execution,archive/previous_results/
data/processed/model_training_cv_results.csv,.csv,14625,LEGACY_ARCHIVE,retain as evidence pending archive execution,archive/previous_results/
data/processed/model_training_cv_summary.csv,.csv,2287,LEGACY_ARCHIVE,retain as evidence pending archive execution,archive/previous_results/
data/processed/pah_engineered.csv,.csv,1048535,LEGACY_ARCHIVE,retain as evidence pending archive execution,archive/previous_results/
data/processed/pah_prepared.csv,.csv,815650,LEGACY_ARCHIVE,retain as evidence pending archive execution,archive/previous_results/
data/processed/pah_unique.csv,.csv,241962,LEGACY_ARCHIVE,retain as evidence pending archive execution,archive/previous_results/
data/processed/pah_unique_engineered.csv,.csv,315372,LEGACY_ARCHIVE,retain as evidence pending archive execution,archive/previous_results/
data/processed/panel_unique_lightgbm_results.csv,.csv,2413,LEGACY_ARCHIVE,retain as evidence pending archive execution,archive/previous_results/
data/processed/pdr_template_extracted.txt,.txt,5759,LEGACY_ARCHIVE,retain as evidence pending archive execution,archive/previous_results/
data/processed/phase9_pdf_extracted.txt,.txt,5705,LEGACY_ARCHIVE,retain as evidence pending archive execution,archive/previous_results/
data/processed/prompt_pdf_extracted.txt,.txt,24448,LEGACY_ARCHIVE,retain as evidence pending archive execution,archive/previous_results/
data/processed/sartname_pdf_extracted.txt,.txt,40848,LEGACY_ARCHIVE,retain as evidence pending archive execution,archive/previous_results/
models/feature_engineer.joblib,.joblib,40787,LEGACY_ARCHIVE,retain as evidence pending archive execution,archive/previous_results/
models/lightgbm_final.joblib,.joblib,9797876,LEGACY_ARCHIVE,retain as evidence pending archive execution,archive/previous_results/
models/model_columns.txt,.txt,3495,LEGACY_ARCHIVE,retain as evidence pending archive execution,archive/previous_results/
notebooks/01_data_understanding.ipynb,.ipynb,2593,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
notebooks/02_feature_engineering_and_validation.ipynb,.ipynb,2568,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
notebooks/03_model_training_and_evaluation.ipynb,.ipynb,2836,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
notebooks/04_explainability_and_report_outputs.ipynb,.ipynb,2447,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/calibration_decision_review.md,.md,2787,LEGACY_ARCHIVE,report or experiment output not required for direct inference,archive/previous_results/
reports/current_results_verification.md,.md,995,LEGACY_ARCHIVE,report or experiment output not required for direct inference,archive/previous_results/
reports/eda/EDA_MODEL_BRIDGE.md,.md,8368,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/eda/EDA_REPORT.md,.md,43480,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/eda/TEKNOFEST2026_EDA.ipynb,.ipynb,28779,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/eda/TEKNOFEST2026_EDA_EXECUTED.ipynb,.ipynb,417453,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/eda/figures/al_pca_cumulative_variance.png,.png,58350,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/eda/figures/eda_model_feature_alignment.png,.png,50241,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/eda/figures/ek_spearman_correlation.png,.png,50477,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/eda/figures/missingness_top80.png,.png,128762,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/eda/figures/top10_numeric_boxplots.png,.png,110355,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/eda/tables/eda_model_feature_alignment.csv,.csv,30605,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/eda/tables/eda_panel_model_alignment.csv,.csv,409,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/eda/tables/eda_to_model_decision_bridge.csv,.csv,1639,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/eda/tables/phase1_constant_near_constant.csv,.csv,1721,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/eda/tables/phase1_missingness_bands.csv,.csv,65,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/eda/tables/phase1_missingness_profile.csv,.csv,13688,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/eda/tables/phase1_overlaps.csv,.csv,233,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/eda/tables/phase1_schema_class_balance.csv,.csv,298,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/eda/tables/phase2_aa_frequency.csv,.csv,619,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/eda/tables/phase2_aa_nonstandard_codes.csv,.csv,127,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/eda/tables/phase2_aa_pairs.csv,.csv,1205,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/eda/tables/phase2_al_distribution_summary.csv,.csv,48880,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/eda/tables/phase2_al_groups_by_n_notna.csv,.csv,384,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/eda/tables/phase2_cat_label_rates.csv,.csv,4145,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/eda/tables/phase2_cat_summary.csv,.csv,280,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/eda/tables/phase2_ek_spearman_correlation.csv,.csv,1535,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/eda/tables/phase2_ek_summary.csv,.csv,1364,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/eda/tables/phase3_missingness_as_feature.csv,.csv,36720,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/eda/tables/phase3_numeric_auc_ranked.csv,.csv,28559,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/eda/tables/phase4_al_pca.csv,.csv,974,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/eda/tables/phase4_al_triplet_correlations.csv,.csv,8540,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/eda/tables/phase4_cross_group_spearman.csv,.csv,4537,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/eda/tables/phase4_high_cross_group_correlations.csv,.csv,173,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/eda/tables/phase4_leakage_suspects.csv,.csv,79,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/eda/tables/phase5_panel_unique_vs_shared.csv,.csv,536,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/eda/tables/phase5_top10_cross_dataset_shift.csv,.csv,4119,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/eda/tables/phase6_acmg_interpretation.csv,.csv,3298,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/eda_notebook_outputs/figures/al_pca_cumulative_variance.png,.png,58350,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/eda_notebook_outputs/figures/ek_spearman_correlation.png,.png,50477,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/eda_notebook_outputs/figures/missingness_top80.png,.png,130462,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/eda_notebook_outputs/figures/top10_numeric_boxplots.png,.png,110355,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/eda_notebook_outputs/tables/phase1_constant_near_constant.csv,.csv,1721,LEGACY_ARCHIVE,report or experiment output not required for direct inference,archive/previous_results/
reports/eda_notebook_outputs/tables/phase1_missingness_profile.csv,.csv,13688,LEGACY_ARCHIVE,report or experiment output not required for direct inference,archive/previous_results/
reports/eda_notebook_outputs/tables/phase1_overlaps.csv,.csv,233,LEGACY_ARCHIVE,report or experiment output not required for direct inference,archive/previous_results/
reports/eda_notebook_outputs/tables/phase1_schema_class_balance.csv,.csv,298,LEGACY_ARCHIVE,report or experiment output not required for direct inference,archive/previous_results/
reports/eda_notebook_outputs/tables/phase2_aa_frequency.csv,.csv,619,LEGACY_ARCHIVE,report or experiment output not required for direct inference,archive/previous_results/
reports/eda_notebook_outputs/tables/phase2_aa_pairs.csv,.csv,1205,LEGACY_ARCHIVE,report or experiment output not required for direct inference,archive/previous_results/
reports/eda_notebook_outputs/tables/phase2_al_distribution_summary.csv,.csv,48880,LEGACY_ARCHIVE,report or experiment output not required for direct inference,archive/previous_results/
reports/eda_notebook_outputs/tables/phase2_al_groups_by_n_notna.csv,.csv,384,LEGACY_ARCHIVE,report or experiment output not required for direct inference,archive/previous_results/
reports/eda_notebook_outputs/tables/phase2_cat_label_rates.csv,.csv,4145,LEGACY_ARCHIVE,report or experiment output not required for direct inference,archive/previous_results/
reports/eda_notebook_outputs/tables/phase2_cat_summary.csv,.csv,280,LEGACY_ARCHIVE,report or experiment output not required for direct inference,archive/previous_results/
reports/eda_notebook_outputs/tables/phase2_ek_spearman_correlation.csv,.csv,1535,LEGACY_ARCHIVE,report or experiment output not required for direct inference,archive/previous_results/
reports/eda_notebook_outputs/tables/phase2_ek_summary.csv,.csv,1364,LEGACY_ARCHIVE,report or experiment output not required for direct inference,archive/previous_results/
reports/eda_notebook_outputs/tables/phase3_missingness_as_feature.csv,.csv,29754,LEGACY_ARCHIVE,report or experiment output not required for direct inference,archive/previous_results/
reports/eda_notebook_outputs/tables/phase3_numeric_auc_ranked.csv,.csv,28559,LEGACY_ARCHIVE,report or experiment output not required for direct inference,archive/previous_results/
reports/eda_notebook_outputs/tables/phase4_al_pca.csv,.csv,974,LEGACY_ARCHIVE,report or experiment output not required for direct inference,archive/previous_results/
reports/eda_notebook_outputs/tables/phase4_al_triplet_correlations.csv,.csv,8540,LEGACY_ARCHIVE,report or experiment output not required for direct inference,archive/previous_results/
reports/eda_notebook_outputs/tables/phase4_cross_group_spearman.csv,.csv,4537,LEGACY_ARCHIVE,report or experiment output not required for direct inference,archive/previous_results/
reports/eda_notebook_outputs/tables/phase4_high_cross_group_correlations.csv,.csv,173,LEGACY_ARCHIVE,report or experiment output not required for direct inference,archive/previous_results/
reports/eda_notebook_outputs/tables/phase4_leakage_suspects.csv,.csv,79,LEGACY_ARCHIVE,report or experiment output not required for direct inference,archive/previous_results/
reports/eda_notebook_outputs/tables/phase5_panel_unique_vs_shared.csv,.csv,536,LEGACY_ARCHIVE,report or experiment output not required for direct inference,archive/previous_results/
reports/eda_notebook_outputs/tables/phase5_top10_cross_dataset_shift.csv,.csv,4119,LEGACY_ARCHIVE,report or experiment output not required for direct inference,archive/previous_results/
reports/eda_notebook_outputs/tables/phase6_acmg_interpretation.csv,.csv,3298,LEGACY_ARCHIVE,report or experiment output not required for direct inference,archive/previous_results/
reports/explainability/acmg_feature_mapping.csv,.csv,616,LEGACY_ARCHIVE,report or experiment output not required for direct inference,archive/previous_results/
reports/explainability/shap_beeswarm.png,.png,307620,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/explainability/shap_case_confusion_matrix.csv,.csv,46,LEGACY_ARCHIVE,report or experiment output not required for direct inference,archive/previous_results/
reports/explainability/shap_case_panel_unique_confusion_matrix.csv,.csv,44,LEGACY_ARCHIVE,report or experiment output not required for direct inference,archive/previous_results/
reports/explainability/shap_dependence_EK7_by_EK9.png,.png,229937,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/explainability/shap_dependence_npops_by_maxAF.png,.png,67010,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/explainability/shap_global_bar.png,.png,62847,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/explainability/shap_global_importance.csv,.csv,10363,LEGACY_ARCHIVE,report or experiment output not required for direct inference,archive/previous_results/
reports/explainability/shap_group_importance.csv,.csv,249,LEGACY_ARCHIVE,report or experiment output not required for direct inference,archive/previous_results/
reports/explainability/shap_waterfall_01_TP.png,.png,133876,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/explainability/shap_waterfall_02_TP.png,.png,131617,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/explainability/shap_waterfall_03_TP.png,.png,130778,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/explainability/shap_waterfall_04_TP.png,.png,137533,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/explainability/shap_waterfall_05_TP.png,.png,134504,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/explainability/shap_waterfall_06_TN.png,.png,136261,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/explainability/shap_waterfall_07_TN.png,.png,133897,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/explainability/shap_waterfall_08_TN.png,.png,138396,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/explainability/shap_waterfall_09_TN.png,.png,134452,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/explainability/shap_waterfall_10_TN.png,.png,136567,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/explainability/shap_waterfall_11_FN.png,.png,134323,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/explainability/shap_waterfall_12_FN.png,.png,134323,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/explainability/shap_waterfall_13_FN.png,.png,134323,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/explainability/shap_waterfall_14_FN.png,.png,134323,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/explainability/shap_waterfall_15_FN.png,.png,134323,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/explainability/shap_waterfall_cases.csv,.csv,637,LEGACY_ARCHIVE,report or experiment output not required for direct inference,archive/previous_results/
reports/explainability/shap_waterfall_panel_unique_01_TP.png,.png,132859,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/explainability/shap_waterfall_panel_unique_02_TP.png,.png,128819,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/explainability/shap_waterfall_panel_unique_03_TP.png,.png,133895,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/explainability/shap_waterfall_panel_unique_04_TP.png,.png,127364,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/explainability/shap_waterfall_panel_unique_05_TP.png,.png,133598,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/explainability/shap_waterfall_panel_unique_06_TN.png,.png,138733,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
reports/explainability/shap_waterfall_panel_unique_07_TN.png,.png,139032,LEGACY_ARCHIVE,useful previous evidence or generated visualization,archive/previous_results/
