row_index,Variant_ID,Label,is_master_shared,validation_fold
147,VAR_001690,0,False,3
148,VAR_004258,0,False,3
149,VAR_003384,1,False,0
150,VAR_000981,1,False,3
151,VAR_003771,1,False,2
152,VAR_001968,1,True,-1
153,VAR_001497,0,False,4
154,VAR_001001,1,True,-1
155,VAR_002986,1,True,-1
156,VAR_000588,0,True,-1
157,VAR_000784,1,False,4
158,VAR_000153,1,False,4
159,VAR_005152,0,False,4
160,VAR_004575,1,True,-1
161,VAR_002798,0,False,0
162,VAR_002180,1,False,3
163,VAR_004291,1,False,4
164,VAR_006072,0,False,1
165,VAR_001204,1,False,1
166,VAR_002277,1,False,3
167,VAR_004565,1,True,-1
168,VAR_003157,1,True,-1
169,VAR_002727,0,True,-1
170,VAR_004375,1,True,-1
171,VAR_000914,1,False,1
172,VAR_002457,1,False,2
173,VAR_006382,1,False,0
174,VAR_006330,1,False,0
175,VAR_006100,1,False,0
176,VAR_000382,1,False,1
177,VAR_001978,1,True,-1
178,VAR_006429,0,False,0
179,VAR_001649,1,False,0
180,VAR_006525,1,False,1
181,VAR_003086,0,False,2
182,VAR_001013,1,True,-1
183,VAR_006115,0,False,0
184,VAR_004598,0,False,2
185,VAR_004511,1,False,3
186,VAR_001359,1,False,0
187,VAR_005952,1,False,0
188,VAR_002024,1,False,0
189,VAR_000558,0,False,3
190,VAR_005438,1,False,4
191,VAR_002158,1,False,3
192,VAR_003318,1,False,4
193,VAR_000404,0,False,3
194,VAR_001746,0,False,2
195,VAR_002150,1,False,4
196,VAR_001426,0,False,3
197,VAR_003695,1,True,-1
198,VAR_002189,1,False,0
199,VAR_002624,1,True,-1
200,VAR_006077,0,False,4
201,VAR_006496,1,False,3
202,VAR_001495,0,False,4
203,VAR_003021,1,True,-1
204,VAR_002956,1,True,-1
205,VAR_000950,1,True,-1
206,VAR_003044,1,True,-1
207,VAR_006133,0,False,1
208,VAR_001881,1,True,-1
209,VAR_004576,1,True,-1
210,VAR_002398,1,True,-1
211,VAR_000777,1,False,1
212,VAR_002038,1,False,3
213,VAR_003287,1,False,1
214,VAR_002925,1,True,-1
215,VAR_002077,1,False,1
216,VAR_000385,0,False,3
217,VAR_004868,1,False,4
218,VAR_001297,1,False,2
219,VAR_000032,1,False,3
220,VAR_001889,1,True,-1
221,VAR_001581,1,False,2
222,VAR_002539,1,False,2
223,VAR_000358,1,False,1
224,VAR_006379,1,False,4
225,VAR_005885,0,False,1
226,VAR_000631,1,True,-1
227,VAR_000614,1,True,-1
228,VAR_001996,1,False,4
229,VAR_004116,0,False,3
230,VAR_000585,1,True,-1
231,VAR_000714,1,False,3
232,VAR_002904,1,True,-1
233,VAR_003420,1,False,1
234,VAR_001099,1,True,-1
235,VAR_000114,1,False,4
236,VAR_004581,0,True,-1
237,VAR_003253,0,False,1
238,VAR_005950,0,False,1
239,VAR_006284,1,False,1
240,VAR_001662,0,False,2
241,VAR_003704,1,True,-1
242,VAR_002748,1,True,-1
243,VAR_003672,1,True,-1
244,VAR_000325,0,False,2
245,VAR_001571,1,False,3
246,VAR_002578,1,True,-1
247,VAR_005698,1,False,1
248,VAR_005964,1,False,1
249,VAR_006082,1,False,2
250,VAR_005164,1,False,4
251,VAR_003161,1,True,-1
252,VAR_000284,1,False,0
253,VAR_001336,1,False,2
254,VAR_005219,0,False,2
255,VAR_000186,1,False,0
256,VAR_002278,1,False,2
257,VAR_005718,1,False,2
258,VAR_002569,0,True,-1
259,VAR_000681,1,True,-1
260,VAR_003450,1,False,4
261,VAR_000966,1,True,-1
262,VAR_001346,1,False,4
263,VAR_005921,1,False,3
264,VAR_004728,1,True,-1
265,VAR_005212,1,False,0
266,VAR_006051,1,False,1
267,VAR_000435,1,False,4
268,VAR_006012,0,False,4
269,VAR_000138,1,False,4
270,VAR_000389,1,False,2
271,VAR_003698,1,True,-1
272,VAR_003530,1,False,4
273,VAR_001284,1,False,2
274,VAR_004844,1,False,3
275,VAR_003995,1,False,3
276,VAR_003268,1,False,1
277,VAR_002310,1,False,0
278,VAR_000982,0,False,3
279,VAR_003403,1,False,0
280,VAR_000311,0,False,4
281,VAR_003507,0,False,2
282,VAR_005386,0,False,3
283,VAR_002673,1,True,-1
284,VAR_005980,0,False,4
285,VAR_005425,0,False,1
286,VAR_004983,1,False,3
287,VAR_002480,1,False,2
288,VAR_001959,1,True,-1
289,VAR_005415,1,False,1
290,VAR_003863,1,False,0
291,VAR_005969,0,False,2
292,VAR_004383,1,True,-1
293,VAR_001178,1,False,4
294,VAR_003333,1,False,2
295,VAR_006337,1,False,3
296,VAR_004899,1,False,3
297,VAR_001177,1,False,1
298,VAR_005169,1,False,0
299,VAR_000123,0,False,0
300,VAR_005609,1,False,3
301,VAR_002315,1,False,2
302,VAR_003818,0,False,0
303,VAR_003626,0,False,2
304,VAR_005821,0,False,2
305,VAR_004079,1,False,1
306,VAR_005607,1,False,4
307,VAR_000356,0,False,0
308,VAR_000064,1,False,0
309,VAR_003030,1,True,-1
310,VAR_003102,1,True,-1
311,VAR_002593,0,True,-1
312,VAR_003671,1,False,2
313,VAR_000345,1,False,0
314,VAR_005714,1,False,2
315,VAR_002843,1,False,3
316,VAR_001373,0,False,0
317,VAR_000072,1,False,1
318,VAR_006001,1,False,2
319,VAR_003055,1,True,-1
320,VAR_001837,1,False,4
321,VAR_003051,0,False,2
322,VAR_006255,0,False,0
323,VAR_002813,1,True,-1
324,VAR_005191,1,False,4
325,VAR_002568,0,False,4
326,VAR_006460,1,False,0
327,VAR_000840,1,False,0
328,VAR_001329,0,False,4
329,VAR_000755,0,False,1
330,VAR_004900,1,False,3
331,VAR_005837,1,False,1
332,VAR_003766,1,False,4
333,VAR_003515,1,False,2
334,VAR_006348,1,False,2
335,VAR_003927,1,False,1
336,VAR_005850,0,False,1
337,VAR_003662,1,True,-1
338,VAR_005540,1,False,0
339,VAR_000847,1,False,0
340,VAR_003854,1,False,4
341,VAR_006338,1,False,4
342,VAR_001051,0,False,3
343,VAR_005337,1,False,3
344,VAR_000753,1,False,3
345,VAR_002043,1,False,2
346,VAR_002726,0,False,1
347,VAR_002185,1,False,4
348,VAR_001391,1,False,4
349,VAR_005345,0,False,4
350,VAR_002804,1,True,-1
351,VAR_004445,0,False,4
352,VAR_000369,0,False,2
353,VAR_005440,1,False,4
354,VAR_005794,1,False,0
355,VAR_006466,1,False,1
356,VAR_000512,1,False,4
357,VAR_001508,0,False,1
358,VAR_003510,1,False,0
359,VAR_002136,1,False,2
360,VAR_006198,1,False,4
361,VAR_000115,1,False,0
362,VAR_000056,0,False,3
363,VAR_001069,1,True,-1
364,VAR_001868,1,True,-1
365,VAR_004808,1,False,3
366,VAR_005711,1,False,0
367,VAR_002789,1,False,2
368,VAR_000449,1,False,2
369,VAR_001253,1,True,-1
370,VAR_004308,1,False,1
371,VAR_001447,0,False,0
372,VAR_002651,1,True,-1
373,VAR_003509,0,False,3
374,VAR_005477,1,False,0
375,VAR_004049,0,False,1
376,VAR_002203,1,False,3
377,VAR_002778,1,True,-1
378,VAR_004089,1,False,4
379,VAR_005728,0,False,1
380,VAR_002605,1,True,-1
381,VAR_002939,1,True,-1
382,VAR_003020,1,False,0
383,VAR_002085,0,False,2
384,VAR_005315,1,False,1
385,VAR_001794,1,False,3
386,VAR_000759,0,False,2
387,VAR_003659,1,True,-1
388,VAR_004627,0,True,-1
389,VAR_004945,1,False,4
390,VAR_000674,1,True,-1
391,VAR_005310,1,False,3
392,VAR_003769,1,False,2
393,VAR_002019,1,False,3
394,VAR_000060,1,False,0
395,VAR_000699,1,True,-1
396,VAR_003513,1,False,3
397,VAR_004015,1,False,3
398,VAR_005797,1,False,3
399,VAR_002619,1,True,-1
400,VAR_002772,1,True,-1
401,VAR_006034,1,False,1
402,VAR_005763,1,False,1
403,VAR_005478,0,False,3
404,VAR_005708,0,False,3
405,VAR_004069,1,False,3
406,VAR_004026,1,False,4
407,VAR_005436,1,False,2
408,VAR_006576,1,False,2
409,VAR_002393,1,True,-1
410,VAR_004059,1,False,4
411,VAR_004005,1,False,3
412,VAR_001227,1,False,2
413,VAR_005555,1,False,2
414,VAR_005216,1,False,2
415,VAR_000461,1,False,4
416,VAR_003584,0,False,2
417,VAR_001604,1,False,4
418,VAR_002533,1,False,0
419,VAR_004136,1,False,2
420,VAR_005485,1,False,0
421,VAR_000628,1,True,-1
422,VAR_005836,1,False,4
423,VAR_000972,1,True,-1
424,VAR_005483,0,False,4
425,VAR_002767,1,False,2
426,VAR_000035,1,False,3
427,VAR_002828,1,True,-1
428,VAR_001813,0,False,4
429,VAR_000648,0,False,1
430,VAR_005721,1,False,0
431,VAR_006140,1,False,4
432,VAR_004490,1,False,1
433,VAR_004001,1,False,4
434,VAR_006106,1,False,2
435,VAR_006403,0,False,1
436,VAR_002004,1,False,4
437,VAR_000749,0,False,1
438,VAR_003269,1,False,4
439,VAR_002478,1,False,2
440,VAR_004031,1,False,3
441,VAR_006416,0,False,0
442,VAR_000583,0,False,4
443,VAR_000113,1,False,1
444,VAR_003883,0,False,0
445,VAR_004862,1,False,2
446,VAR_003173,1,True,-1
447,VAR_000525,0,False,3
448,VAR_005546,1,False,1
449,VAR_004169,1,False,3
450,VAR_004350,1,True,-1
451,VAR_001817,1,True,-1
452,VAR_002202,1,False,3
453,VAR_002712,1,False,1
454,VAR_001614,0,False,4
455,VAR_001431,0,False,0
456,VAR_004461,1,False,2
457,VAR_002161,1,False,3
458,VAR_004306,0,False,2
459,VAR_004207,0,False,1
460,VAR_000830,1,False,3
461,VAR_001288,0,False,4
462,VAR_003394,1,False,2
463,VAR_002357,0,False,1
464,VAR_001296,1,False,1
465,VAR_002041,1,False,1
466,VAR_001412,0,False,1
467,VAR_000502,0,False,4
468,VAR_003153,1,True,-1
469,VAR_001987,0,False,0
470,VAR_003750,1,False,2
471,VAR_002927,0,False,2
472,VAR_004604,0,False,4
473,VAR_000627,1,True,-1
474,VAR_001004,1,True,-1
475,VAR_001198,1,False,2
476,VAR_002555,0,False,3
477,VAR_004523,1,True,-1
478,VAR_006561,1,False,4
479,VAR_003734,1,False,4
480,VAR_003259,1,False,3
481,VAR_000988,1,True,-1
482,VAR_000547,0,False,1
483,VAR_000127,0,False,4
484,VAR_006500,1,False,0
485,VAR_001820,1,True,-1
486,VAR_005572,0,False,2
487,VAR_001236,1,False,2
488,VAR_000075,0,False,2
489,VAR_002491,1,False,0
490,VAR_005012,1,False,3
491,VAR_003107,1,True,-1
492,VAR_000710,0,False,1
493,VAR_005149,0,False,1
494,VAR_002371,0,False,2
495,VAR_005642,1,False,4
496,VAR_000470,1,False,3
497,VAR_002153,1,False,3
498,VAR_003215,0,False,4
499,VAR_002999,1,True,-1
500,VAR_004801,1,False,4
501,VAR_000575,1,True,-1
502,VAR_004770,1,False,1
503,VAR_000672,1,False,4
504,VAR_003142,1,False,1
505,VAR_002382,0,False,0
506,VAR_002467,1,False,2
507,VAR_000926,1,True,-1
508,VAR_005782,1,False,1
509,VAR_002272,1,False,4
510,VAR_002830,1,True,-1
511,VAR_004816,1,False,2
512,VAR_005583,1,False,0
513,VAR_003367,1,False,4
514,VAR_005239,1,False,1
515,VAR_001327,1,False,0
516,VAR_006047,1,False,0
517,VAR_002871,1,True,-1
518,VAR_006316,0,False,0
519,VAR_003483,0,False,2
520,VAR_005130,1,False,1
521,VAR_004786,1,False,1
522,VAR_006373,0,False,0
523,VAR_003896,0,False,0
524,VAR_003321,1,False,2
525,VAR_001477,1,False,2
526,VAR_002638,1,False,2
527,VAR_000644,1,False,2
528,VAR_000465,0,False,1
529,VAR_000816,1,False,1
530,VAR_002264,1,False,0
531,VAR_002755,1,True,-1
532,VAR_000275,1,False,4
533,VAR_002846,1,False,0
534,VAR_006490,1,False,1
535,VAR_002640,1,True,-1
536,VAR_002362,1,False,4
537,VAR_000221,1,False,1
538,VAR_000009,1,False,2
539,VAR_005898,0,False,0
540,VAR_000332,1,False,3
541,VAR_003093,1,True,-1
542,VAR_004022,1,False,4
543,VAR_004819,1,False,2
544,VAR_000882,1,False,2
545,VAR_000623,1,True,-1
546,VAR_002802,1,False,3
547,VAR_000951,1,True,-1
548,VAR_003800,1,False,4
549,VAR_002773,0,False,0
550,VAR_003761,0,False,4
551,VAR_005276,0,False,3
552,VAR_005143,1,False,1
553,VAR_001955,1,True,-1
554,VAR_002106,0,False,1
555,VAR_003246,1,False,2
556,VAR_004940,1,False,0
557,VAR_000099,0,False,0
558,VAR_005611,1,False,2
559,VAR_004605,1,True,-1
560,VAR_000606,1,True,-1
561,VAR_000505,1,False,2
562,VAR_003585,0,False,1
563,VAR_004761,1,False,1
564,VAR_005227,1,False,2
565,VAR_004155,0,False,1
566,VAR_005858,1,False,4
567,VAR_004369,0,False,3
568,VAR_004037,1,False,3
569,VAR_004913,0,False,0
570,VAR_005941,0,False,4
571,VAR_002759,1,True,-1
572,VAR_003557,0,False,1
573,VAR_001749,0,False,3
574,VAR_000685,1,True,-1
575,VAR_001133,1,False,1
576,VAR_000197,0,False,0
577,VAR_004317,1,False,2
578,VAR_003152,1,True,-1
579,VAR_005616,1,False,4
580,VAR_002556,0,True,-1
581,VAR_003697,0,False,3
582,VAR_005290,1,False,0
583,VAR_004806,1,False,0
584,VAR_003262,0,False,2
585,VAR_002931,1,True,-1
586,VAR_002899,1,True,-1
587,VAR_004980,1,False,4
588,VAR_002847,1,True,-1
589,VAR_005358,1,False,4
590,VAR_005957,1,False,1
591,VAR_005591,1,False,1
592,VAR_000251,0,False,0
593,VAR_003825,0,False,2
594,VAR_001857,1,True,-1
595,VAR_001410,1,False,3
596,VAR_001268,0,False,1
597,VAR_001000,0,False,4
598,VAR_002757,1,True,-1
599,VAR_003062,1,True,-1
600,VAR_002064,0,False,3
601,VAR_004216,0,False,1
602,VAR_003692,1,True,-1
603,VAR_005007,0,False,4
604,VAR_004252,1,False,4
605,VAR_000567,1,True,-1
606,VAR_006463,1,False,2
607,VAR_000846,0,False,1
608,VAR_002188,1,False,4
609,VAR_002664,1,False,4
610,VAR_003124,0,True,-1
611,VAR_003155,0,False,4
612,VAR_005106,1,False,4
613,VAR_004989,0,False,0
614,VAR_005526,1,False,2
615,VAR_003681,1,True,-1
616,VAR_004789,1,False,1
617,VAR_006370,1,False,0
618,VAR_002910,1,True,-1
619,VAR_003162,1,True,-1
620,VAR_001148,1,False,2
621,VAR_005854,1,False,3
622,VAR_001380,1,False,3
623,VAR_003229,0,True,-1
624,VAR_003538,1,False,0
625,VAR_002334,1,False,2
626,VAR_003070,1,True,-1
627,VAR_000675,0,True,-1
628,VAR_006383,0,False,2
629,VAR_000903,1,False,4
630,VAR_002159,1,False,0
631,VAR_003946,1,False,3
632,VAR_001995,1,False,1
633,VAR_001340,0,False,2
634,VAR_004727,1,True,-1
635,VAR_004460,0,False,0
636,VAR_006066,1,False,1
637,VAR_000245,1,False,3
638,VAR_003500,0,False,1
639,VAR_002146,1,False,1
640,VAR_004199,1,False,3
641,VAR_002340,1,False,0
642,VAR_002739,1,True,-1
643,VAR_003764,1,False,4
644,VAR_004838,1,False,0
645,VAR_002753,1,True,-1
646,VAR_000244,1,False,2
647,VAR_001543,1,False,4
648,VAR_004524,1,False,2
649,VAR_004177,1,False,4
650,VAR_001088,1,True,-1
651,VAR_004720,1,True,-1
652,VAR_005433,0,False,3
653,VAR_002718,1,False,0
654,VAR_005088,1,False,1
655,VAR_001796,1,True,-1
656,VAR_004123,1,False,1
657,VAR_002514,0,False,1
658,VAR_004085,0,False,4
659,VAR_003154,1,False,0
660,VAR_005296,1,False,3
661,VAR_001215,1,False,1
662,VAR_002940,1,True,-1
663,VAR_000590,1,True,-1
664,VAR_005880,0,False,1
665,VAR_005934,0,False,2
666,VAR_002744,0,False,3
667,VAR_004044,0,False,0
668,VAR_002841,1,False,0
669,VAR_000904,0,False,1
670,VAR_000833,1,False,3
671,VAR_002408,1,False,1
672,VAR_003175,1,False,1
673,VAR_001258,1,True,-1
674,VAR_001438,1,False,0
675,VAR_005949,0,False,1
676,VAR_003784,1,False,2
677,VAR_000992,1,True,-1
678,VAR_000109,1,False,4
679,VAR_006462,1,False,3
680,VAR_000111,1,False,4
681,VAR_000119,1,False,4
682,VAR_006489,1,False,0
683,VAR_004384,1,True,-1
684,VAR_004546,1,True,-1
685,VAR_004363,0,False,3
686,VAR_000643,1,False,2
687,VAR_002067,0,False,0
688,VAR_005944,1,False,0
689,VAR_003312,0,False,3
690,VAR_002193,0,False,3
691,VAR_003410,1,False,3
692,VAR_002355,1,False,2
693,VAR_000928,1,True,-1
694,VAR_002279,1,False,0
695,VAR_005495,1,False,3
696,VAR_003034,1,True,-1
697,VAR_001233,0,False,4
698,VAR_000260,1,False,2
699,VAR_003075,1,True,-1
700,VAR_006061,1,False,4
701,VAR_000721,1,False,2
702,VAR_004817,0,False,3
703,VAR_003969,1,False,1
704,VAR_002887,1,True,-1
705,VAR_001619,0,False,0
706,VAR_005357,1,False,4
707,VAR_004107,1,False,0
708,VAR_000865,1,False,1
709,VAR_002689,1,False,0
710,VAR_001883,1,True,-1
711,VAR_002977,1,True,-1
712,VAR_006174,1,False,2
713,VAR_004924,1,False,4
714,VAR_005513,1,False,3
715,VAR_000047,0,False,2
716,VAR_002510,1,False,1
717,VAR_001414,1,False,0
718,VAR_005552,1,False,3
719,VAR_004400,1,True,-1
720,VAR_000142,1,False,0
721,VAR_003010,1,True,-1
722,VAR_004996,1,False,3
723,VAR_004302,1,False,2
724,VAR_002742,1,True,-1
725,VAR_004528,1,True,-1
726,VAR_004081,1,False,2
727,VAR_004060,0,False,2
728,VAR_005462,0,False,1
729,VAR_005573,1,False,4
730,VAR_000240,1,False,1
731,VAR_005996,1,False,4
732,VAR_002137,1,False,2
733,VAR_000841,1,False,3
734,VAR_002516,0,False,3
735,VAR_002127,0,False,3
736,VAR_005536,1,False,4
737,VAR_004480,0,False,2
738,VAR_000783,1,False,3
739,VAR_003902,1,False,0
740,VAR_001653,1,False,1
741,VAR_000513,0,False,1
742,VAR_001554,1,False,3
743,VAR_001379,1,False,0
744,VAR_004800,0,False,4
745,VAR_001174,1,False,3
746,VAR_000069,1,False,1
747,VAR_004027,1,False,0
748,VAR_004401,1,True,-1
749,VAR_000729,1,False,2
750,VAR_003961,1,False,4
751,VAR_005455,1,False,0
752,VAR_002587,1,True,-1
753,VAR_002403,0,False,1
754,VAR_004881,1,False,0
755,VAR_005859,1,False,2
756,VAR_005282,1,False,2
757,VAR_001143,1,False,0
758,VAR_003067,0,False,4
759,VAR_003679,1,True,-1
760,VAR_003411,1,False,1
761,VAR_002869,1,True,-1
762,VAR_000289,1,False,0
763,VAR_001816,1,True,-1
764,VAR_002265,1,False,4
765,VAR_004348,0,False,0
766,VAR_005185,1,False,0
767,VAR_003910,1,False,0
768,VAR_000676,1,True,-1
769,VAR_001343,0,False,3
770,VAR_000196,1,False,2
771,VAR_000303,1,False,1
772,VAR_005350,1,False,3
773,VAR_005995,1,False,3
774,VAR_000967,1,True,-1
775,VAR_006149,1,False,1
776,VAR_000987,1,True,-1
777,VAR_002047,1,False,2
778,VAR_003248,1,False,4
779,VAR_002920,0,False,3
780,VAR_002178,1,False,3
781,VAR_002581,1,False,4
782,VAR_000975,1,True,-1
783,VAR_004179,0,False,1
784,VAR_000944,1,True,-1
785,VAR_001950,1,False,1
786,VAR_005354,1,False,4
787,VAR_003536,1,False,3
788,VAR_002786,1,True,-1
789,VAR_002464,1,False,3
790,VAR_003026,1,True,-1
791,VAR_002252,0,False,4
792,VAR_000041,1,False,3
793,VAR_004929,0,False,2
794,VAR_004351,1,True,-1
795,VAR_005283,1,False,3
796,VAR_005517,1,False,0
797,VAR_004725,1,True,-1
798,VAR_001518,0,False,4
799,VAR_002536,1,False,3
800,VAR_001941,1,False,1
801,VAR_001094,1,False,2
802,VAR_000282,1,False,1
803,VAR_001420,0,False,4
804,VAR_004251,1,False,4
805,VAR_002445,1,False,4
806,VAR_004126,1,False,2
807,VAR_003167,1,True,-1
808,VAR_003241,1,True,-1
809,VAR_004718,1,True,-1
810,VAR_003174,1,True,-1
811,VAR_005248,1,False,3
812,VAR_001844,1,True,-1
813,VAR_000974,1,True,-1
814,VAR_003836,1,False,2
815,VAR_006099,1,False,1
816,VAR_000383,0,False,3
817,VAR_001958,1,True,-1
818,VAR_004289,1,False,2
819,VAR_000296,1,False,0
820,VAR_002498,0,False,3
821,VAR_004722,1,False,0
822,VAR_002200,1,False,1
823,VAR_003254,1,False,3
824,VAR_000350,0,False,3
825,VAR_000962,1,False,0
826,VAR_000915,1,False,1
827,VAR_000262,0,False,1
828,VAR_005220,0,False,3
829,VAR_002779,1,True,-1
830,VAR_006491,1,False,2
831,VAR_003887,0,False,3
832,VAR_003289,1,False,0
833,VAR_005685,1,False,2
834,VAR_000809,1,False,0
835,VAR_000467,0,False,0
836,VAR_000952,1,False,1
837,VAR_002623,1,True,-1
838,VAR_002951,0,True,-1
839,VAR_005165,1,False,0
840,VAR_000799,0,False,2
841,VAR_004608,0,False,2
842,VAR_006431,0,False,2
843,VAR_006404,0,False,0
844,VAR_005534,1,False,1
845,VAR_004416,1,False,0
846,VAR_000408,1,False,0
847,VAR_002982,1,False,2
848,VAR_002226,0,False,3
849,VAR_000147,1,False,1
850,VAR_003806,1,False,0
851,VAR_002597,0,False,0
852,VAR_000222,0,False,2
853,VAR_003780,1,False,0
854,VAR_002320,0,False,2
855,VAR_002896,1,True,-1
856,VAR_004489,0,False,4
857,VAR_000823,1,False,1
858,VAR_000827,1,False,1
859,VAR_004926,1,False,1
860,VAR_005917,0,False,2
861,VAR_001021,0,False,0
862,VAR_003032,1,True,-1
863,VAR_003798,1,False,0
864,VAR_002316,1,False,0
865,VAR_002257,1,False,3
866,VAR_002496,1,False,0
867,VAR_002509,1,False,0
868,VAR_001998,1,False,3
869,VAR_002142,1,False,4
870,VAR_006039,1,False,0
871,VAR_003369,1,False,1
872,VAR_005622,0,False,3
873,VAR_002585,1,True,-1
874,VAR_001669,0,False,3
875,VAR_002000,1,False,0
876,VAR_000088,0,False,2
877,VAR_002893,1,True,-1
878,VAR_003858,1,False,1
879,VAR_003765,0,False,3
880,VAR_005048,1,False,4
881,VAR_001479,0,False,0
882,VAR_002481,1,False,3
883,VAR_004646,0,False,4
884,VAR_003416,1,False,3
885,VAR_004950,0,False,3
886,VAR_002050,1,False,2
887,VAR_001758,0,False,0
888,VAR_004345,1,True,-1
889,VAR_002466,1,False,1
890,VAR_003240,1,False,1
891,VAR_003285,1,False,2
892,VAR_004417,1,True,-1
893,VAR_004647,1,True,-1
894,VAR_005994,1,False,3
895,VAR_003045,1,False,1
896,VAR_004392,1,False,0
897,VAR_005387,0,False,4
898,VAR_002179,1,False,1
899,VAR_002308,1,False,4
900,VAR_005908,1,False,0
901,VAR_000990,1,True,-1
902,VAR_005200,1,False,0
903,VAR_000095,1,False,1
904,VAR_003383,1,False,4
905,VAR_000968,1,True,-1
906,VAR_000426,1,False,3
907,VAR_005864,1,False,0
908,VAR_001402,1,False,0
909,VAR_002221,1,False,1
910,VAR_000813,1,False,2
911,VAR_005605,1,False,4
912,VAR_003893,0,False,1
913,VAR_001633,1,False,4
914,VAR_004202,0,False,3
915,VAR_001699,0,False,0
