dataset,column,missing_rate
KANSER,AL_240,0.6984536082474226
KANSER,AL_238,0.6984536082474226
KANSER,AL_263,0.6984536082474226
KANSER,AL_260,0.6984536082474226
KANSER,AL_258,0.6984536082474226
KANSER,AL_259,0.6984536082474226
KANSER,AL_261,0.6984536082474226
KANSER,AL_262,0.6984536082474226
KANSER,AL_256,0.6984536082474226
KANSER,AL_257,0.6984536082474226
KANSER,AL_254,0.6984536082474226
KANSER,AL_255,0.6984536082474226
KANSER,AL_248,0.6984536082474226
KANSER,AL_249,0.6984536082474226
KANSER,AL_273,0.6984536082474226
KANSER,AL_272,0.6984536082474226
KANSER,AL_192,0.6984536082474226
KANSER,AL_187,0.6984536082474226
KANSER,AL_189,0.6984536082474226
KANSER,AL_188,0.6984536082474226
KANSER,AL_193,0.6984536082474226
KANSER,AL_191,0.6984536082474226
KANSER,AL_190,0.6984536082474226
KANSER,AL_201,0.6984536082474226
KANSER,AL_202,0.6984536082474226
KANSER,AL_231,0.6984536082474226
KANSER,AL_207,0.6984536082474226
KANSER,AL_208,0.6984536082474226
KANSER,AL_205,0.6984536082474226
KANSER,AL_204,0.6984536082474226
KANSER,AL_203,0.6984536082474226
KANSER,AL_206,0.6984536082474226
KANSER,AL_194,0.6984536082474226
KANSER,AL_195,0.6984536082474226
KANSER,AL_196,0.6984536082474226
KANSER,AL_197,0.6984536082474226
KANSER,AL_198,0.6984536082474226
KANSER,AL_199,0.6984536082474226
KANSER,AL_200,0.6984536082474226
KANSER,AL_233,0.6984536082474226
KANSER,AL_236,0.6984536082474226
KANSER,AL_235,0.6984536082474226
KANSER,AL_230,0.6984536082474226
KANSER,AL_237,0.6984536082474226
KANSER,AL_234,0.6984536082474226
KANSER,AL_25,0.6855670103092784
KANSER,AL_24,0.6855670103092784
KANSER,AL_17,0.6855670103092784
KANSER,AL_16,0.6855670103092784
KANSER,AL_23,0.6855670103092784
KANSER,AL_22,0.6855670103092784
KANSER,AL_21,0.6855670103092784
KANSER,AL_20,0.6855670103092784
KANSER,AL_19,0.6855670103092784
KANSER,AL_18,0.6855670103092784
KANSER,AL_95,0.6417525773195877
KANSER,AL_82,0.6417525773195877
KANSER,CAT_2,0.6417525773195877
KANSER,AL_81,0.6417525773195877
KANSER,AL_80,0.6417525773195877
KANSER,AL_79,0.6417525773195877
KANSER,AL_98,0.6417525773195877
KANSER,AL_97,0.6417525773195877
KANSER,AL_96,0.6417525773195877
KANSER,AL_92,0.6417525773195877
KANSER,AL_93,0.6417525773195877
KANSER,AL_94,0.6417525773195877
KANSER,AL_91,0.6417525773195877
KANSER,AL_90,0.6417525773195877
KANSER,AL_78,0.6417525773195877
KANSER,AL_77,0.6417525773195877
KANSER,AL_76,0.6417525773195877
KANSER,AL_75,0.6417525773195877
KANSER,AL_83,0.6417525773195877
KANSER,AL_89,0.6417525773195877
KANSER,AL_88,0.6417525773195877
KANSER,AL_87,0.6417525773195877
KANSER,AL_86,0.6417525773195877
KANSER,AL_85,0.6417525773195877
KANSER,AL_84,0.6417525773195877
KANSER,AL_169,0.5283505154639175
KANSER,AL_170,0.5283505154639175
KANSER,AL_166,0.5283505154639175
KANSER,AL_165,0.5283505154639175
KANSER,AL_164,0.5283505154639175
KANSER,AL_163,0.5283505154639175
KANSER,AL_162,0.5283505154639175
KANSER,AL_161,0.5283505154639175
KANSER,AL_160,0.5283505154639175
KANSER,AL_159,0.5283505154639175
KANSER,AL_158,0.5283505154639175
KANSER,AL_157,0.5283505154639175
KANSER,AL_156,0.5283505154639175
KANSER,AL_155,0.5283505154639175
KANSER,AL_154,0.5283505154639175
KANSER,AL_153,0.5283505154639175
KANSER,AL_182,0.5283505154639175
KANSER,AL_181,0.5283505154639175
KANSER,AL_180,0.5283505154639175
KANSER,AL_179,0.5283505154639175
KANSER,AL_178,0.5283505154639175
KANSER,AL_177,0.5283505154639175
KANSER,AL_176,0.5283505154639175
KANSER,AL_175,0.5283505154639175
KANSER,AL_174,0.5283505154639175
KANSER,AL_173,0.5283505154639175
KANSER,AL_172,0.5283505154639175
KANSER,AL_171,0.5283505154639175
KANSER,AL_138,0.5283505154639175
KANSER,AL_137,0.5283505154639175
KANSER,AL_167,0.5283505154639175
KANSER,AL_168,0.5283505154639175
KANSER,AL_134,0.5283505154639175
KANSER,AL_133,0.5283505154639175
KANSER,AL_132,0.5283505154639175
KANSER,AL_131,0.5283505154639175
KANSER,AL_130,0.5283505154639175
KANSER,AL_129,0.5283505154639175
KANSER,AL_128,0.5283505154639175
KANSER,AL_127,0.5283505154639175
KANSER,AL_126,0.5283505154639175
KANSER,AL_125,0.5283505154639175
KANSER,AL_124,0.5283505154639175
KANSER,AL_123,0.5283505154639175
KANSER,AL_122,0.5283505154639175
KANSER,AL_121,0.5283505154639175
KANSER,AL_152,0.5283505154639175
KANSER,AL_151,0.5283505154639175
KANSER,AL_150,0.5283505154639175
KANSER,AL_149,0.5283505154639175
KANSER,AL_148,0.5283505154639175
KANSER,AL_147,0.5283505154639175
KANSER,AL_146,0.5283505154639175
KANSER,AL_145,0.5283505154639175
KANSER,AL_144,0.5283505154639175
KANSER,AL_143,0.5283505154639175
KANSER,AL_142,0.5283505154639175
KANSER,AL_141,0.5283505154639175
KANSER,AL_140,0.5283505154639175
KANSER,AL_139,0.5283505154639175
KANSER,AL_107,0.5283505154639175
KANSER,AL_108,0.5283505154639175
KANSER,AL_109,0.5283505154639175
KANSER,AL_110,0.5283505154639175
KANSER,AL_111,0.5283505154639175
KANSER,AL_112,0.5283505154639175
KANSER,AL_113,0.5283505154639175
KANSER,AL_114,0.5283505154639175
KANSER,AL_115,0.5283505154639175
KANSER,AL_116,0.5283505154639175
KANSER,AL_117,0.5283505154639175
KANSER,AL_118,0.5283505154639175
KANSER,AL_119,0.5283505154639175
KANSER,AL_120,0.5283505154639175
KANSER,AL_102,0.5283505154639175
KANSER,AL_99,0.5283505154639175
KANSER,AL_103,0.5283505154639175
KANSER,AL_104,0.5283505154639175
KANSER,AL_101,0.5283505154639175
KANSER,AL_100,0.5283505154639175
KANSER,AL_135,0.5283505154639175
KANSER,AL_136,0.5283505154639175
KANSER,AL_105,0.5283505154639175
KANSER,AL_106,0.5283505154639175
KANSER,AL_332,0.4896907216494845
KANSER,AL_331,0.4896907216494845
KANSER,AL_328,0.4896907216494845
KANSER,AL_327,0.4896907216494845
KANSER,AL_330,0.4896907216494845
KANSER,AL_329,0.4896907216494845
KANSER,AL_334,0.4896907216494845
KANSER,AL_333,0.4896907216494845
KANSER,AL_311,0.4896907216494845
KANSER,AL_310,0.4896907216494845
KANSER,AL_309,0.4896907216494845
KANSER,AL_308,0.4896907216494845
KANSER,AL_307,0.4896907216494845
KANSER,AL_306,0.4896907216494845
KANSER,AL_305,0.4896907216494845
KANSER,AL_304,0.4896907216494845
KANSER,AL_303,0.4896907216494845
KANSER,AL_302,0.4896907216494845
KANSER,AL_301,0.4896907216494845
KANSER,AL_300,0.4896907216494845
KANSER,AL_315,0.4896907216494845
KANSER,AL_314,0.4896907216494845
KANSER,AL_313,0.4896907216494845
KANSER,AL_312,0.4896907216494845
KANSER,AL_299,0.4896907216494845
KANSER,AL_298,0.4896907216494845
KANSER,AL_297,0.4896907216494845
KANSER,AL_296,0.4896907216494845
KANSER,AL_316,0.4896907216494845
KANSER,AL_317,0.4896907216494845
KANSER,AL_318,0.4896907216494845
KANSER,AL_319,0.4896907216494845
KANSER,AL_320,0.4896907216494845
KANSER,AL_321,0.4896907216494845
KANSER,AL_322,0.4896907216494845
KANSER,AL_323,0.4896907216494845
KANSER,AL_324,0.4896907216494845
KANSER,AL_325,0.4896907216494845
KANSER,AL_326,0.4896907216494845
KANSER,AL_295,0.4896907216494845
KANSER,AL_11,0.44587628865979384
KANSER,AL_14,0.44587628865979384
KANSER,AL_7,0.44587628865979384
KANSER,AL_8,0.44587628865979384
KANSER,AL_9,0.44587628865979384
KANSER,AL_10,0.44587628865979384
KANSER,AL_13,0.44587628865979384
KANSER,AL_15,0.44587628865979384
KANSER,AL_12,0.44587628865979384
KANSER,AL_26,0.42783505154639173
KANSER,CAT_1,0.42783505154639173
KANSER,AL_59,0.37628865979381443
KANSER,AL_61,0.37628865979381443
KANSER,AL_60,0.37628865979381443
KANSER,AL_44,0.37628865979381443
KANSER,AL_41,0.37628865979381443
KANSER,AL_49,0.37628865979381443
KANSER,AL_48,0.37628865979381443
KANSER,AL_47,0.37628865979381443
KANSER,AL_54,0.37628865979381443
KANSER,AL_53,0.37628865979381443
KANSER,AL_43,0.37628865979381443
KANSER,AL_46,0.37628865979381443
KANSER,AL_45,0.37628865979381443
KANSER,AL_64,0.37628865979381443
KANSER,AL_63,0.37628865979381443
KANSER,AL_67,0.37628865979381443
KANSER,AL_66,0.37628865979381443
KANSER,AL_42,0.37628865979381443
KANSER,AL_68,0.37628865979381443
KANSER,AL_65,0.37628865979381443
KANSER,AL_69,0.37628865979381443
KANSER,AL_73,0.37628865979381443
KANSER,AL_72,0.37628865979381443
KANSER,AL_71,0.37628865979381443
KANSER,AL_74,0.37628865979381443
KANSER,AL_70,0.37628865979381443
KANSER,AL_52,0.37628865979381443
KANSER,AL_51,0.37628865979381443
KANSER,AL_50,0.37628865979381443
KANSER,AL_56,0.37628865979381443
KANSER,AL_55,0.37628865979381443
KANSER,AL_40,0.37628865979381443
KANSER,AL_62,0.37628865979381443
KANSER,AL_58,0.37628865979381443
KANSER,AL_39,0.37628865979381443
KANSER,AL_57,0.37628865979381443
KANSER,EK_3,0.3324742268041237
KANSER,AL_186,0.2603092783505155
KANSER,EK_6,0.061855670103092786
KANSER,EK_9,0.061855670103092786
KANSER,CAT_5,0.059278350515463915
KANSER,EK_7,0.059278350515463915
KANSER,EK_8,0.059278350515463915
KANSER,EK_5,0.059278350515463915
KANSER,EK_4,0.059278350515463915
KANSER,EK_1,0.059278350515463915
KANSER,EK_2,0.059278350515463915
KANSER,CAT_3,0.059278350515463915
KANSER,CAT_4,0.059278350515463915
KANSER,AA_2,0.05670103092783505
KANSER,AA_1,0.05670103092783505
KANSER,Variant_ID,0.0
KANSER,Label,0.0
PAH,CAT_6,1.0
PAH,AL_30,0.9623655913978495
PAH,AL_27,0.9623655913978495
PAH,AL_28,0.9623655913978495
PAH,AL_33,0.9623655913978495
PAH,AL_36,0.9623655913978495
PAH,AL_38,0.9623655913978495
PAH,AL_37,0.9623655913978495
PAH,AL_35,0.9623655913978495
PAH,AL_32,0.9623655913978495
PAH,AL_34,0.9623655913978495
PAH,AL_31,0.9623655913978495
PAH,AL_29,0.9623655913978495
PAH,AL_6,0.9623655913978495
PAH,AL_5,0.9623655913978495
PAH,AL_4,0.9623655913978495
PAH,AL_3,0.9623655913978495
PAH,AL_1,0.9623655913978495
PAH,AL_2,0.9623655913978495
PAH,AL_215,0.771505376344086
PAH,AL_217,0.771505376344086
PAH,AL_214,0.771505376344086
PAH,AL_216,0.771505376344086
PAH,AL_185,0.6801075268817204
PAH,AL_184,0.6801075268817204
PAH,AL_183,0.6801075268817204
PAH,AL_16,0.6720430107526881
PAH,AL_21,0.6720430107526881
PAH,AL_20,0.6720430107526881
PAH,AL_17,0.6720430107526881
PAH,AL_18,0.6720430107526881
PAH,AL_19,0.6720430107526881
