,aa_change_te,EK_7,miss_pc7,EK_1,EK_5,EK7xEK9,max_prob_EK,EK_9,EK_8,min_AF_nz,EK_6,cat1_te,EK4xEK6,AL_12,AL_26,EK2xEK4,EK_2,AL_10,EK7_minus_EK9,AL_11,EK_3,EK_4,n_pops,max_AF,log_max_AF,n_nonmiss_AL,BA1_flag,BS1_flag,PM2_flag,BS2_proxy,EK_net_evidence,aa_class_changed
EK_6,0.09196654406658203,0.2740455926843117,-0.027114082245405475,0.07444792771348496,0.1458073077838798,0.2583482368043472,0.6039999814450098,0.261111950345533,0.12097997628372664,-0.011918586155934201,1.0,0.09246156571751489,0.7232925872031574,-0.0026033690795930495,-0.055302184128685254,0.2843073552607994,0.26701311726795246,-0.005708869358279783,-0.16073469063814097,-0.048861089878780586,0.3354775852194046,0.2597353493877698,-0.12456890799028701,-0.09600931510411406,-0.09600931510411406,-0.11590680848922219,-0.07103751123563393,-0.09551166088602477,0.09865041196152424,-0.1188914557700781,0.2783285642950983,0.04801024952560012
cat1_te,0.1487497981460351,0.21859239848543469,-0.09991560108047236,0.04110944392805955,0.10240179842430491,0.2205821382936609,0.11580454113298193,0.19190921218062792,0.059819968738331154,0.07161191388392889,0.09246156571751489,1.0,0.1311795894018128,-0.034361850040561755,-0.29974794369510915,0.18134916185223218,0.16517682174423123,-0.023216898550873118,-0.019646450317056963,-0.07446880588560914,0.21180898281962035,0.11972816666856756,-0.6128820180547875,-0.4215598815045104,-0.4215598815045104,-0.49288303558049545,-0.355288286635546,-0.402708541585367,0.38959770639838204,-0.6510892388192457,0.17562082758923658,0.04328447286643992
EK4xEK6,0.10812317059885815,0.3593847579621883,-0.01183683490433217,0.08351279156762424,0.14888166846916867,0.3334092945239832,0.6043138494167504,0.31219938593556545,0.1490069432648217,-0.01129772855546712,0.7232925872031574,0.1311795894018128,1.0,0.0033313612669966797,-0.08875314229219429,0.4221277038370047,0.30992198476140004,0.008023793510573609,-0.1265584640020386,-0.043998895803144214,0.4014689554852164,0.7707237972195065,-0.15543217042017915,-0.12558565649303213,-0.12558565649303213,-0.16114929210944678,-0.09532893385473387,-0.12195660175384843,0.11971428368614641,-0.14147410701920568,0.35813950307125203,0.05971731216039293
AL_12,-0.03772539455038639,-0.03716305062170875,0.022364208114915657,-0.011722690120729821,-0.0026794665284507716,-0.03348149045069992,0.00700246668750356,-0.02636193032479706,-0.005203574631332467,0.15630440814945998,-0.0026033690795930495,-0.034361850040561755,0.0033313612669966797,1.0,0.07727522647560969,-0.029331344195766065,-0.03236955167377394,0.023943731525724727,-0.006369918296985641,0.008211717301174395,-0.01770962084327997,0.002657581574639293,0.07486183420181619,0.15275256247812538,0.15275256247812538,0.04408369402904186,0.09860155616290642,0.11797256534726262,,0.07683889236670827,-0.03624076346450807,-0.014861082517661469
AL_26,-0.13652549662807503,-0.14798126351121743,-0.09428384641911185,0.022146759065313847,-0.07468181391629378,-0.13569041460532213,-0.10495624597633761,-0.12029293195888972,-0.04872077242857513,-0.012516760211357515,-0.055302184128685254,-0.29974794369510915,-0.08875314229219429,0.07727522647560969,1.0,-0.10793552635377948,-0.08956177623533343,0.11741945931697906,0.02330969244023439,0.02615185469846643,-0.13738965908644377,-0.09909484696540859,0.3995783980102317,0.25958591013297583,0.25958591013297583,0.25655748989224414,0.21428845175253206,0.2060498679281239,,0.3190871430275504,-0.12677942421365096,-0.07084294829030376
EK2xEK4,0.12145093532597356,0.5292792161020645,-0.00792197343394695,0.5628207196200957,0.21954359597417933,0.5229685021310561,0.3187604399026326,0.4835826403297177,0.2649861825747136,0.013394608188601862,0.2843073552607994,0.18134916185223218,0.4221277038370047,-0.029331344195766065,-0.10793552635377948,1.0,0.9689940850199809,-0.024751857163419447,-0.1327336473294509,-0.07956617650886219,0.5785763427989468,0.4002370972241556,-0.2234765733551397,-0.17760776291823155,-0.17760776291823155,-0.2221339793452218,-0.13831650989534913,-0.16603944755149644,0.17079159125796173,-0.1994121793890554,0.5382303816980221,0.08837576588388305
EK_2,0.11148616252983805,0.4958158192101694,-0.011052379049584744,0.5834663593789736,0.209317735873451,0.4944391300506725,0.25194463938450096,0.4677784960444442,0.26668056817671415,0.01160236410674538,0.26701311726795246,0.16517682174423123,0.30992198476140004,-0.03236955167377394,-0.08956177623533343,0.9689940850199809,1.0,-0.019677953950456992,-0.1499447947317318,-0.07930385330430474,0.5673912963961865,0.2607672560283526,-0.20691219371691863,-0.16215076365418823,-0.16215076365418823,-0.2016587232878762,-0.12461712084193848,-0.1531939508028814,0.15820926564960217,-0.18610500398770383,0.5082621663692587,0.08584724241410899
AL_10,-0.047767741457411354,-0.044563350613093064,-0.038975177614997594,0.02844760701642418,-0.008276704975365584,-0.029402041120323828,-0.0007092079361292236,-0.01868040601890471,-0.006957894559120404,0.14031192475168075,-0.005708869358279783,-0.023216898550873118,0.008023793510573609,0.023943731525724727,0.11741945931697906,-0.024751857163419447,-0.019677953950456992,1.0,-0.013124142571788514,0.05186746314052606,-0.030028848884907127,0.015708832454368677,0.09084336627967256,0.11758609926122812,0.11758609926122812,0.05499242074501822,0.07349055775844715,0.11052987305463553,,0.057608967480005414,-0.046119452200637484,-0.018334491044619414
EK7_minus_EK9,-0.0047820596634676445,0.023343311906462744,0.001944146046341745,-0.003306706935108782,-0.011437628399918543,-0.21186299924614313,-0.10882825317596581,-0.5588578375968862,-0.3134951076378777,-0.011861429107917194,-0.16073469063814097,-0.019646450317056963,-0.1265584640020386,-0.006369918296985641,0.02330969244023439,-0.1327336473294509,-0.1499447947317318,-0.013124142571788514,1.0,0.017719753358849268,-0.16315897037699006,-0.07817699585738112,0.021423129103943127,0.008613395911451886,0.008613395911451886,0.004984318652254145,0.016600022881754942,-0.0032089265326283845,-0.0035906054179839996,0.03229545567838455,-0.12136436354075736,-0.05192862611335239
AL_11,-0.02270250963670538,-0.040859145492528025,-0.06856498791930715,-0.027469165964270237,-0.0670283626457164,-0.06542888909719717,-0.048020030696101605,-0.06551890119172794,-0.0036256692472411466,0.13819508727024224,-0.048861089878780586,-0.07446880588560914,-0.043998895803144214,0.008211717301174395,0.02615185469846643,-0.07956617650886219,-0.07930385330430474,0.05186746314052606,0.017719753358849268,1.0,-0.04914292358295114,-0.03323098184497254,0.1071889399146906,0.16918954151953902,0.16918954151953902,0.05439187903879088,0.14162959126676364,0.1222061065173684,,0.06992005056760836,-0.06294658889556119,-0.010731511064592187
EK_3,0.18651984214833336,0.6384171484851144,0.03144151798936805,0.1497122340415826,0.19081306398839964,0.6148228200583816,0.32392617730373124,0.5692736965801581,0.27424819447818705,0.011298265993522532,0.3354775852194046,0.21180898281962035,0.4014689554852164,-0.01770962084327997,-0.13738965908644377,0.5785763427989468,0.5673912963961865,-0.030028848884907127,-0.16315897037699006,-0.04914292358295114,1.0,0.3497142474738972,-0.21551296836373576,-0.15803040350240724,-0.15803040350240724,-0.2182870060186918,-0.11907221714922427,-0.1661000655447025,0.13749425871630366,-0.21407830779852494,0.6458891668333745,0.09491457729324922
EK_4,0.09716765149351067,0.3280530072824248,0.01372873916978182,0.08254079421750928,0.14769434471632417,0.29448194647553105,0.6071643185203961,0.2732453195898312,0.14170431186192867,0.0014343485888303358,0.2597353493877698,0.11972816666856756,0.7707237972195065,0.002657581574639293,-0.09909484696540859,0.4002370972241556,0.2607672560283526,0.015708832454368677,-0.07817699585738112,-0.03323098184497254,0.3497142474738972,1.0,-0.13836596142056998,-0.11963600930095195,-0.11963600930095195,-0.1554931905862966,-0.10024094486146691,-0.11052007374918515,0.10526297373966023,-0.11779495560150266,0.33699549233471027,0.05028608438057727
n_pops,-0.1702764678243821,-0.2592800208104054,0.3943559573277255,-0.07421547349522141,-0.17309608381867175,-0.25878061689810006,-0.14189532538132507,-0.21321434392643981,-0.08144755823194254,-0.14892739228177582,-0.12456890799028701,-0.6128820180547875,-0.15543217042017915,0.07486183420181619,0.3995783980102317,-0.2234765733551397,-0.20691219371691863,0.09084336627967256,0.021423129103943127,0.1071889399146906,-0.21551296836373576,-0.13836596142056998,1.0,0.8343794239828851,0.8343794239828851,0.8010424197804545,0.6398543249773013,0.8493410665867333,-0.8744798945737693,0.8578063669151044,-0.1942367967159118,-0.057110156102080534
max_AF,-0.12554555515477955,-0.18727490825748935,0.44597656502070365,-0.05415551704382814,-0.14084756784201607,-0.19050505004674542,-0.1155563500408189,-0.15826321825020961,-0.054224856133489215,0.03700916918670759,-0.09600931510411406,-0.4215598815045104,-0.12558565649303213,0.15275256247812538,0.25958591013297583,-0.17760776291823155,-0.16215076365418823,0.11758609926122812,0.008613395911451886,0.16918954151953902,-0.15803040350240724,-0.11963600930095195,0.8343794239828851,1.0,1.0,0.6830062689247716,0.8639556002579625,0.8740431344035767,-0.8583809046146516,0.6024933541459807,-0.14446073636722792,-0.04975825902328285
log_max_AF,-0.12554555515477955,-0.18727490825748935,0.44597656502070365,-0.05415551704382814,-0.14084756784201607,-0.19050505004674542,-0.1155563500408189,-0.15826321825020961,-0.054224856133489215,0.03700916918670759,-0.09600931510411406,-0.4215598815045104,-0.12558565649303213,0.15275256247812538,0.25958591013297583,-0.17760776291823155,-0.16215076365418823,0.11758609926122812,0.008613395911451886,0.16918954151953902,-0.15803040350240724,-0.11963600930095195,0.8343794239828851,1.0,1.0,0.6830062689247716,0.8639556002579625,0.8740431344035767,-0.8583809046146516,0.6024933541459807,-0.14446073636722792,-0.04975825902328285
n_nonmiss_AL,-0.1341056024824905,-0.2675056471323268,0.22255776021709678,-0.063873190146266,-0.17384052927890187,-0.2630765228039158,-0.14927127945175098,-0.2097581698682078,-0.06682809551240255,-0.0730504891042548,-0.11590680848922219,-0.49288303558049545,-0.16114929210944678,0.04408369402904186,0.25655748989224414,-0.2221339793452218,-0.2016587232878762,0.05499242074501822,0.004984318652254145,0.05439187903879088,-0.2182870060186918,-0.1554931905862966,0.8010424197804545,0.6830062689247716,0.6830062689247716,1.0,0.523745363923105,0.6990224654607439,-0.7298783161465962,0.6651256311404751,0.001819186238414614,0.12887108538061476
BA1_flag,-0.10519661122213342,-0.1327775609387991,0.29821591926694074,-0.034875270271879574,-0.09822098284674885,-0.13920874257766513,-0.09356109409703102,-0.12260425977024006,-0.03373783553416039,0.005906402655533544,-0.07103751123563393,-0.355288286635546,-0.09532893385473387,0.09860155616290642,0.21428845175253206,-0.13831650989534913,-0.12461712084193848,0.07349055775844715,0.016600022881754942,0.14162959126676364,-0.11907221714922427,-0.10024094486146691,0.6398543249773013,0.8639556002579625,0.8639556002579625,0.523745363923105,1.0,0.6547856704113609,-0.6033405843891876,0.5144181755213918,-0.10503354580740404,-0.04022375674937521
BS1_flag,-0.12542114823500322,-0.1905727237532254,0.5237920398485152,-0.05439433765917032,-0.140422177603385,-0.1896826354129047,-0.10576881041516466,-0.14920454506664196,-0.06035391591154846,-0.02357341233279176,-0.09551166088602477,-0.402708541585367,-0.12195660175384843,0.11797256534726262,0.2060498679281239,-0.16603944755149644,-0.1531939508028814,0.11052987305463553,-0.0032089265326283845,0.1222061065173684,-0.1661000655447025,-0.11052007374918515,0.8493410665867333,0.8740431344035767,0.8740431344035767,0.6990224654607439,0.6547856704113609,1.0,-0.9214321749132754,0.5837462165986714,-0.1395796654485215,-0.038419837320175294
PM2_flag,0.1155805479976959,0.18450761409011845,-0.5684116803238695,0.06515563469468917,0.14602722351731054,0.18548864222908001,0.10631769747767883,0.14996181445700865,0.059390207928603146,,0.09865041196152424,0.38959770639838204,0.11971428368614641,,,0.17079159125796173,0.15820926564960217,,-0.0035906054179839996,,0.13749425871630366,0.10526297373966023,-0.8744798945737693,-0.8583809046146516,-0.8583809046146516,-0.7298783161465962,-0.6033405843891876,-0.9214321749132754,1.0,-0.5500323146987945,0.1336481554225409,0.04054324906371895
BS2_proxy,-0.16504737853897017,-0.24548028102872105,0.33328899148654156,-0.06534776400516083,-0.15361661014364403,-0.2464356999710422,-0.12978060253234358,-0.20303418534403397,-0.06921009487102739,-0.194085256691252,-0.1188914557700781,-0.6510892388192457,-0.14147410701920568,0.07683889236670827,0.3190871430275504,-0.1994121793890554,-0.18610500398770383,0.057608967480005414,0.03229545567838455,0.06992005056760836,-0.21407830779852494,-0.11779495560150266,0.8578063669151044,0.6024933541459807,0.6024933541459807,0.6651256311404751,0.5144181755213918,0.5837462165986714,-0.5500323146987945,1.0,-0.18004937817459246,-0.041261669752285166
EK_net_evidence,0.21145083065087641,0.7025149492418018,-0.0930121901749981,0.14709344338483857,0.21467521421019992,0.7450130588942242,0.3163288606400446,0.6616413735933019,0.2689817448539057,-0.011801580943781753,0.2783285642950983,0.17562082758923658,0.35813950307125203,-0.03624076346450807,-0.12677942421365096,0.5382303816980221,0.5082621663692587,-0.046119452200637484,-0.12136436354075736,-0.06294658889556119,0.6458891668333745,0.33699549233471027,-0.1942367967159118,-0.14446073636722792,-0.14446073636722792,0.001819186238414614,-0.10503354580740404,-0.1395796654485215,0.1336481554225409,-0.18004937817459246,1.0,0.32102845199726754
aa_class_changed,0.3591299615524839,0.0990596819127788,-0.09834396692405609,0.0027588995527085217,-0.006928745584962708,0.10716644344386139,0.05179594009582726,0.10833584892172193,0.045156076858074636,0.016958965187750533,0.04801024952560012,0.04328447286643992,0.05971731216039293,-0.014861082517661469,-0.07084294829030376,0.08837576588388305,0.08584724241410899,-0.018334491044619414,-0.05192862611335239,-0.010731511064592187,0.09491457729324922,0.05028608438057727,-0.057110156102080534,-0.04975825902328285,-0.04975825902328285,0.12887108538061476,-0.04022375674937521,-0.038419837320175294,0.04054324906371895,-0.041261669752285166,0.32102845199726754,1.0
