Variant_ID,predicted_probability,predicted_label,threshold_used,model_id,uncertainty_flag
VAR_006413,0.03966901377029794,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_001425,0.28729383465990677,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_000053,0.029258857742567188,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_004347,0.8704782239341007,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_006300,0.09353635453422367,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_000540,0.04381002405526605,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_004040,0.7951612656943337,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_001261,0.8008434192674068,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_003541,0.38872525511824957,0,0.4381502900787569,audited_master_only_lgbm,uncertain
VAR_005702,0.9834113918306082,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_003522,0.05869456471122263,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_002815,0.8367236681601754,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_001843,0.8458836940931596,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_004687,0.3537535223701814,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_005060,0.694198991518352,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_000630,0.8352659575628323,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_002834,0.9184956524992034,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_002915,0.8548581891063425,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_002048,0.024883844078199532,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_005699,0.9837022644318834,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_005255,0.9281778105774887,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_004795,0.8279030924147014,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_000800,0.020310038064235973,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_002746,0.7580790751881368,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_003421,0.3859171641777025,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_002580,0.7718566058509347,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_000081,0.7921274258746884,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_000850,0.6388599781932036,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_003325,0.880130626143201,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_005416,0.022236153625141458,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_006407,0.05901114014050207,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_006584,0.9281541175069706,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_005443,0.9195994721628465,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_003252,0.9559602268107831,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_001102,0.932269788446665,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_005097,0.06241532978230531,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_003331,0.3529631738829811,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_000259,0.9308747520353898,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_001754,0.20187906975150188,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_002777,0.3820499854929092,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_000576,0.9831742906962477,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_003389,0.7793770318781533,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_002884,0.750623013304718,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_004467,0.886554259947664,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_000200,0.8767953876802371,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_005242,0.9336961335775068,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_005501,0.9745634912055332,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_002854,0.8146345044450344,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_005498,0.985843954983118,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_005069,0.9528451426388016,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_002092,0.12275540035431269,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_002604,0.13404270717537883,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_000790,0.8805209652659655,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_002426,0.9535003268303596,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_006155,0.8364238844141546,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_004509,0.7726137915910772,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_000116,0.012737884120610787,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_000602,0.8052179937587508,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_003013,0.03779152549008229,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_006532,0.07514653513130459,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_001690,0.3905755459174219,0,0.4381502900787569,audited_master_only_lgbm,uncertain
VAR_004258,0.07353459518809079,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_003384,0.9553329436571539,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_000981,0.9098432998298099,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_003771,0.9658734057177296,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_001968,0.7341805002919,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_001497,0.28729383465990677,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_001001,0.9901887229249096,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_002986,0.820749163344055,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_000588,0.0742688052579192,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_000784,0.8739330913111691,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_000153,0.8795433803794643,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_005152,0.06017452562137598,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_004575,0.984677354715501,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_002798,0.035892929503797834,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_002180,0.9864021871694988,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_004291,0.25134205890343186,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_006072,0.12309851871661881,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_001204,0.9641498837655792,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_002277,0.7830070969729458,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_004565,0.9256398511848964,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_003157,0.9025478202756163,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_002727,0.06121037125808416,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_004375,0.914437751674736,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_000914,0.9837091473211447,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_002457,0.8563647484212521,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_006382,0.958225377041513,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_006330,0.8812256665682265,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_006100,0.7468916664285459,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_000382,0.7562697728209961,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_001978,0.8638411922657667,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_006429,0.1942726529797283,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_001649,0.6420464214445993,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_006525,0.6095277018781318,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_003086,0.2240016834199725,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_001013,0.9917359114918668,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_006115,0.809828496775674,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_004598,0.04678086994044765,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_004511,0.8884727003329013,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_001359,0.6806863982082084,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_005952,0.8805151336566245,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_002024,0.9443072827474793,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_000558,0.191215921004628,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_005438,0.9540205126350132,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_002158,0.9572071374579559,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_003318,0.8811858718691943,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_000404,0.667556549756569,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_001746,0.043588885717988086,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_002150,0.7832270202934096,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_001426,0.28729383465990677,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_003695,0.9540509524028145,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_002189,0.947831733752,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_002624,0.8516913799403274,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_006077,0.06546176798321714,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_006496,0.9243230603457345,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_001495,0.1909613983121379,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_003021,0.3582548769455147,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_002956,0.9617987277871337,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_000950,0.8491111053653664,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_003044,0.9249424197108916,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_006133,0.20147682307220638,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_001881,0.9923386787439973,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_004576,0.9534969043018867,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_002398,0.8828484125951804,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_000777,0.7492450923122475,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_002038,0.9525043340901989,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_003287,0.8437231841897925,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_002925,0.9812781722335465,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_002077,0.8509139102812643,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_000385,0.011958244746241145,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_004868,0.9619474551316098,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_001297,0.6109238660182448,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_000032,0.8545452403739348,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_001889,0.924353502169752,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_001581,0.8292692460353532,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_002539,0.8700110198952524,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_000358,0.9568510494956795,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_006379,0.9357112806562067,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_005885,0.058871240847736636,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_000631,0.9717040242550467,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_000614,0.893570766342022,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_001996,0.9482776015549997,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_004116,0.04081291325530801,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_000585,0.9558751054889855,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_000714,0.9383688239706449,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_002904,0.8063705587640055,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_003420,0.7498635930087856,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_001099,0.5926233176223089,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_000114,0.7707218900538945,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_004581,0.8829712157694365,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_003253,0.17500650408194737,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_005950,0.05985935628255064,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_006284,0.667898494577955,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_001662,0.15278673000353757,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_003704,0.9322142920273845,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_002748,0.7999639051853631,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_003672,0.7400823105627178,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_000325,0.06537913383349381,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_001571,0.28729383465990677,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_002578,0.9400477917797766,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_005698,0.9934376658459803,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_005964,0.860480482108257,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_006082,0.9236513851437849,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_005164,0.9543914573635646,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_003161,0.37934507461195527,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_000284,0.888827414601812,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_001336,0.6116771627586159,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_005219,0.06961776088528195,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_000186,0.9315128057092878,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_002278,0.9857292943716088,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_005718,0.6824935549234752,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_002569,0.016005830871238504,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_000681,0.8549804006991996,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_003450,0.9378999745096736,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_000966,0.9774124886039106,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_001346,0.5636173015718186,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_005921,0.9557677828700024,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_004728,0.6517536983892133,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_005212,0.8901889282545057,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_006051,0.91361381311508,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_000435,0.7782653749825282,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_006012,0.09540568982635504,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_000138,0.8619207590687546,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_000389,0.5798000038055436,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_003698,0.5512187061504137,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_003530,0.5561500901155573,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_001284,0.5950411305428395,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_004844,0.8265897974093804,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_003995,0.8789147898409138,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_003268,0.946944777092189,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_002310,0.3488356797167852,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_000982,0.4043730000294307,0,0.4381502900787569,audited_master_only_lgbm,uncertain
VAR_003403,0.9018165170255187,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_000311,0.1320897585301128,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_003507,0.09225808248413182,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_005386,0.0902510116998381,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_002673,0.9367308337805706,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_005980,0.061794583610017405,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_005425,0.17984047707862463,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_004983,0.9812039446784202,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_002480,0.9765822480300653,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_001959,0.6703817218903515,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_005415,0.9839078570205042,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_003863,0.9239878722701084,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_005969,0.1321364273678328,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_004383,0.6720812563916753,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_001178,0.970305052913913,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_003333,0.9045022488258869,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_006337,0.5641528899289228,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
