dataset,column,missing_count,missing_rate
MASTER,AL_189,1890,0.6448311156601843
MASTER,AL_190,1890,0.6448311156601843
MASTER,AL_191,1890,0.6448311156601843
MASTER,AL_192,1890,0.6448311156601843
MASTER,AL_193,1890,0.6448311156601843
MASTER,AL_194,1890,0.6448311156601843
MASTER,AL_195,1890,0.6448311156601843
MASTER,AL_196,1890,0.6448311156601843
MASTER,AL_197,1890,0.6448311156601843
MASTER,AL_198,1890,0.6448311156601843
MASTER,AL_199,1890,0.6448311156601843
MASTER,AL_200,1890,0.6448311156601843
MASTER,AL_201,1890,0.6448311156601843
MASTER,AL_202,1890,0.6448311156601843
MASTER,AL_203,1890,0.6448311156601843
MASTER,AL_204,1890,0.6448311156601843
MASTER,AL_205,1890,0.6448311156601843
MASTER,AL_206,1890,0.6448311156601843
MASTER,AL_207,1890,0.6448311156601843
MASTER,AL_208,1890,0.6448311156601843
MASTER,AL_209,1890,0.6448311156601843
MASTER,AL_210,1890,0.6448311156601843
MASTER,AL_211,1890,0.6448311156601843
MASTER,AL_212,1890,0.6448311156601843
MASTER,AL_213,1890,0.6448311156601843
MASTER,AL_214,2179,0.7434322756738314
MASTER,AL_215,2179,0.7434322756738314
MASTER,AL_216,2179,0.7434322756738314
MASTER,AL_217,2179,0.7434322756738314
MASTER,AL_218,1890,0.6448311156601843
MASTER,AL_219,1890,0.6448311156601843
MASTER,AL_220,1890,0.6448311156601843
MASTER,AL_221,1890,0.6448311156601843
MASTER,AL_222,1890,0.6448311156601843
MASTER,CAT_6,2864,0.9771409075400888
MASTER,AL_223,1890,0.6448311156601843
MASTER,AL_224,1890,0.6448311156601843
MASTER,AL_225,1890,0.6448311156601843
MASTER,AL_226,1890,0.6448311156601843
MASTER,AL_227,1890,0.6448311156601843
MASTER,AL_228,1890,0.6448311156601843
MASTER,AL_229,1890,0.6448311156601843
MASTER,AL_230,1890,0.6448311156601843
MASTER,AL_231,1890,0.6448311156601843
MASTER,AL_232,1890,0.6448311156601843
MASTER,AL_233,1890,0.6448311156601843
MASTER,AL_234,1890,0.6448311156601843
MASTER,AL_235,1890,0.6448311156601843
MASTER,AL_236,1890,0.6448311156601843
MASTER,AL_237,1890,0.6448311156601843
MASTER,AL_238,1890,0.6448311156601843
MASTER,AL_239,1890,0.6448311156601843
MASTER,AL_240,1890,0.6448311156601843
MASTER,AL_241,1890,0.6448311156601843
MASTER,AL_242,1890,0.6448311156601843
MASTER,AL_243,1890,0.6448311156601843
MASTER,AL_244,1890,0.6448311156601843
MASTER,AL_245,1890,0.6448311156601843
MASTER,AL_246,1890,0.6448311156601843
MASTER,AL_247,1890,0.6448311156601843
MASTER,AL_248,1890,0.6448311156601843
MASTER,AL_249,1890,0.6448311156601843
MASTER,AL_250,1940,0.6618901398839986
MASTER,AL_251,1940,0.6618901398839986
MASTER,AL_252,1940,0.6618901398839986
MASTER,AL_253,1940,0.6618901398839986
MASTER,AL_254,1890,0.6448311156601843
MASTER,AL_255,1890,0.6448311156601843
MASTER,AL_256,1890,0.6448311156601843
MASTER,AL_257,1890,0.6448311156601843
MASTER,AL_258,1890,0.6448311156601843
MASTER,AL_259,1890,0.6448311156601843
MASTER,AL_260,1890,0.6448311156601843
MASTER,AL_261,1890,0.6448311156601843
MASTER,AL_262,1890,0.6448311156601843
MASTER,AL_263,1890,0.6448311156601843
MASTER,AL_264,1890,0.6448311156601843
MASTER,AL_265,1890,0.6448311156601843
MASTER,AL_266,1890,0.6448311156601843
MASTER,AL_267,1890,0.6448311156601843
MASTER,AL_268,1890,0.6448311156601843
MASTER,AL_269,1890,0.6448311156601843
MASTER,AL_270,1890,0.6448311156601843
MASTER,AL_271,1890,0.6448311156601843
MASTER,AL_272,1890,0.6448311156601843
MASTER,AL_273,1890,0.6448311156601843
MASTER,AL_274,1890,0.6448311156601843
MASTER,AL_275,1891,0.6451722961446605
MASTER,AL_276,1890,0.6448311156601843
MASTER,AL_277,1890,0.6448311156601843
MASTER,AL_278,1890,0.6448311156601843
MASTER,AL_279,1890,0.6448311156601843
MASTER,AL_280,1890,0.6448311156601843
MASTER,AL_281,1890,0.6448311156601843
MASTER,AL_282,1890,0.6448311156601843
MASTER,AL_283,1890,0.6448311156601843
MASTER,AL_284,1890,0.6448311156601843
MASTER,AL_285,1890,0.6448311156601843
MASTER,AL_286,1952,0.665984305697714
MASTER,AL_287,1952,0.665984305697714
MASTER,AL_288,1952,0.665984305697714
MASTER,AL_289,1952,0.665984305697714
MASTER,AL_290,1890,0.6448311156601843
MASTER,AL_291,1890,0.6448311156601843
MASTER,AL_292,1890,0.6448311156601843
MASTER,AL_293,1890,0.6448311156601843
MASTER,AL_294,1890,0.6448311156601843
MASTER,AL_295,1299,0.44319344933469806
MASTER,AL_296,1299,0.44319344933469806
MASTER,AL_297,1299,0.44319344933469806
MASTER,AL_298,1299,0.44319344933469806
MASTER,AL_299,1299,0.44319344933469806
MASTER,AL_300,1299,0.44319344933469806
MASTER,AL_301,1299,0.44319344933469806
MASTER,AL_302,1299,0.44319344933469806
MASTER,AL_303,1299,0.44319344933469806
MASTER,AL_304,1299,0.44319344933469806
MASTER,AL_305,1299,0.44319344933469806
MASTER,AL_306,1299,0.44319344933469806
MASTER,AL_307,1299,0.44319344933469806
MASTER,AL_308,1299,0.44319344933469806
MASTER,AL_309,1299,0.44319344933469806
MASTER,AL_310,1299,0.44319344933469806
MASTER,AL_311,1299,0.44319344933469806
MASTER,AL_312,1299,0.44319344933469806
MASTER,AL_313,1299,0.44319344933469806
MASTER,AL_314,1299,0.44319344933469806
MASTER,AL_315,1299,0.44319344933469806
MASTER,AL_316,1299,0.44319344933469806
MASTER,AL_317,1299,0.44319344933469806
MASTER,AL_318,1299,0.44319344933469806
MASTER,AL_319,1299,0.44319344933469806
MASTER,AL_320,1299,0.44319344933469806
MASTER,AL_321,1299,0.44319344933469806
MASTER,AL_322,1299,0.44319344933469806
MASTER,AL_323,1299,0.44319344933469806
MASTER,AL_324,1299,0.44319344933469806
MASTER,AL_325,1299,0.44319344933469806
MASTER,AL_326,1299,0.44319344933469806
MASTER,AL_327,1299,0.44319344933469806
MASTER,AL_328,1299,0.44319344933469806
MASTER,AL_329,1299,0.44319344933469806
MASTER,AL_330,1299,0.44319344933469806
MASTER,AL_331,1299,0.44319344933469806
MASTER,AL_332,1299,0.44319344933469806
MASTER,AL_333,1299,0.44319344933469806
MASTER,AL_334,1299,0.44319344933469806
MASTER,EK_4,359,0.12248379392698738
MASTER,EK_5,359,0.12248379392698738
MASTER,EK_6,359,0.12248379392698738
MASTER,EK_7,359,0.12248379392698738
MASTER,EK_8,359,0.12248379392698738
MASTER,EK_9,607,0.20709655407710678
MASTER,AA_1,348,0.1187308085977482
MASTER,AA_2,350,0.11941316956670078
MASTER,Label,0,0.0
KANSER,Variant_ID,0,0.0
KANSER,AL_1,343,0.884020618556701
KANSER,AL_2,343,0.884020618556701
KANSER,AL_3,343,0.884020618556701
KANSER,AL_4,343,0.884020618556701
KANSER,AL_5,343,0.884020618556701
KANSER,AL_6,343,0.884020618556701
KANSER,AL_7,173,0.44587628865979384
KANSER,AL_8,173,0.44587628865979384
KANSER,AL_9,173,0.44587628865979384
KANSER,AL_10,173,0.44587628865979384
KANSER,AL_11,173,0.44587628865979384
KANSER,AL_12,173,0.44587628865979384
KANSER,AL_13,173,0.44587628865979384
KANSER,AL_14,173,0.44587628865979384
KANSER,AL_15,173,0.44587628865979384
KANSER,AL_16,266,0.6855670103092784
KANSER,AL_17,266,0.6855670103092784
KANSER,AL_18,266,0.6855670103092784
KANSER,AL_19,266,0.6855670103092784
KANSER,AL_20,266,0.6855670103092784
KANSER,AL_21,266,0.6855670103092784
KANSER,AL_22,266,0.6855670103092784
KANSER,AL_23,266,0.6855670103092784
KANSER,AL_24,266,0.6855670103092784
KANSER,AL_25,266,0.6855670103092784
KANSER,AL_26,166,0.42783505154639173
KANSER,CAT_1,166,0.42783505154639173
KANSER,AL_27,349,0.8994845360824743
KANSER,AL_28,349,0.8994845360824743
KANSER,AL_29,349,0.8994845360824743
KANSER,AL_30,349,0.8994845360824743
KANSER,AL_31,349,0.8994845360824743
KANSER,AL_32,349,0.8994845360824743
KANSER,AL_33,349,0.8994845360824743
KANSER,AL_34,349,0.8994845360824743
KANSER,AL_35,349,0.8994845360824743
KANSER,AL_36,349,0.8994845360824743
KANSER,AL_37,349,0.8994845360824743
KANSER,AL_38,349,0.8994845360824743
KANSER,AL_39,146,0.37628865979381443
KANSER,AL_40,146,0.37628865979381443
KANSER,AL_41,146,0.37628865979381443
KANSER,AL_42,146,0.37628865979381443
KANSER,AL_43,146,0.37628865979381443
KANSER,AL_44,146,0.37628865979381443
KANSER,AL_45,146,0.37628865979381443
KANSER,AL_46,146,0.37628865979381443
KANSER,AL_47,146,0.37628865979381443
KANSER,AL_48,146,0.37628865979381443
KANSER,AL_49,146,0.37628865979381443
KANSER,AL_50,146,0.37628865979381443
KANSER,AL_51,146,0.37628865979381443
KANSER,AL_52,146,0.37628865979381443
KANSER,AL_53,146,0.37628865979381443
KANSER,AL_54,146,0.37628865979381443
KANSER,AL_55,146,0.37628865979381443
KANSER,AL_56,146,0.37628865979381443
KANSER,AL_57,146,0.37628865979381443
KANSER,AL_58,146,0.37628865979381443
KANSER,AL_59,146,0.37628865979381443
KANSER,AL_60,146,0.37628865979381443
KANSER,AL_61,146,0.37628865979381443
KANSER,AL_62,146,0.37628865979381443
KANSER,AL_63,146,0.37628865979381443
KANSER,AL_64,146,0.37628865979381443
KANSER,AL_65,146,0.37628865979381443
KANSER,AL_66,146,0.37628865979381443
KANSER,AL_67,146,0.37628865979381443
KANSER,AL_68,146,0.37628865979381443
KANSER,AL_69,146,0.37628865979381443
KANSER,AL_70,146,0.37628865979381443
KANSER,AL_71,146,0.37628865979381443
KANSER,AL_72,146,0.37628865979381443
KANSER,AL_73,146,0.37628865979381443
KANSER,AL_74,146,0.37628865979381443
KANSER,AL_75,249,0.6417525773195877
KANSER,AL_76,249,0.6417525773195877
KANSER,AL_77,249,0.6417525773195877
KANSER,AL_78,249,0.6417525773195877
KANSER,AL_79,249,0.6417525773195877
KANSER,AL_80,249,0.6417525773195877
KANSER,AL_81,249,0.6417525773195877
KANSER,AL_82,249,0.6417525773195877
KANSER,AL_83,249,0.6417525773195877
KANSER,AL_84,249,0.6417525773195877
KANSER,AL_85,249,0.6417525773195877
KANSER,AL_86,249,0.6417525773195877
KANSER,AL_87,249,0.6417525773195877
KANSER,AL_88,249,0.6417525773195877
KANSER,AL_89,249,0.6417525773195877
KANSER,AL_90,249,0.6417525773195877
KANSER,AL_91,249,0.6417525773195877
KANSER,AL_92,249,0.6417525773195877
KANSER,AL_93,249,0.6417525773195877
KANSER,AL_94,249,0.6417525773195877
KANSER,AL_95,249,0.6417525773195877
KANSER,CAT_2,249,0.6417525773195877
KANSER,AL_96,249,0.6417525773195877
KANSER,AL_97,249,0.6417525773195877
KANSER,AL_98,249,0.6417525773195877
KANSER,CAT_3,23,0.059278350515463915
KANSER,CAT_4,23,0.059278350515463915
KANSER,EK_1,23,0.059278350515463915
KANSER,EK_2,23,0.059278350515463915
KANSER,EK_3,129,0.3324742268041237
KANSER,AL_99,205,0.5283505154639175
KANSER,AL_100,205,0.5283505154639175
KANSER,AL_101,205,0.5283505154639175
KANSER,AL_102,205,0.5283505154639175
KANSER,AL_103,205,0.5283505154639175
KANSER,AL_104,205,0.5283505154639175
KANSER,AL_105,205,0.5283505154639175
KANSER,AL_106,205,0.5283505154639175
KANSER,AL_107,205,0.5283505154639175
KANSER,AL_108,205,0.5283505154639175
KANSER,AL_109,205,0.5283505154639175
KANSER,AL_110,205,0.5283505154639175
KANSER,AL_111,205,0.5283505154639175
KANSER,AL_112,205,0.5283505154639175
KANSER,AL_113,205,0.5283505154639175
KANSER,AL_114,205,0.5283505154639175
KANSER,AL_115,205,0.5283505154639175
KANSER,AL_116,205,0.5283505154639175
KANSER,AL_117,205,0.5283505154639175
KANSER,AL_118,205,0.5283505154639175
KANSER,AL_119,205,0.5283505154639175
KANSER,AL_120,205,0.5283505154639175
KANSER,AL_121,205,0.5283505154639175
KANSER,AL_122,205,0.5283505154639175
KANSER,AL_123,205,0.5283505154639175
KANSER,AL_124,205,0.5283505154639175
KANSER,AL_125,205,0.5283505154639175
KANSER,AL_126,205,0.5283505154639175
KANSER,AL_127,205,0.5283505154639175
KANSER,AL_128,205,0.5283505154639175
KANSER,AL_129,205,0.5283505154639175
KANSER,AL_130,205,0.5283505154639175
KANSER,AL_131,205,0.5283505154639175
KANSER,AL_132,205,0.5283505154639175
KANSER,AL_133,205,0.5283505154639175
KANSER,AL_134,205,0.5283505154639175
KANSER,AL_135,205,0.5283505154639175
KANSER,AL_136,205,0.5283505154639175
KANSER,AL_137,205,0.5283505154639175
KANSER,AL_138,205,0.5283505154639175
KANSER,AL_139,205,0.5283505154639175
KANSER,AL_140,205,0.5283505154639175
KANSER,AL_141,205,0.5283505154639175
KANSER,AL_142,205,0.5283505154639175
KANSER,AL_143,205,0.5283505154639175
KANSER,AL_144,205,0.5283505154639175
KANSER,AL_145,205,0.5283505154639175
KANSER,AL_146,205,0.5283505154639175
KANSER,AL_147,205,0.5283505154639175
KANSER,AL_148,205,0.5283505154639175
KANSER,AL_149,205,0.5283505154639175
KANSER,AL_150,205,0.5283505154639175
KANSER,AL_151,205,0.5283505154639175
KANSER,AL_152,205,0.5283505154639175
KANSER,AL_153,205,0.5283505154639175
KANSER,AL_154,205,0.5283505154639175
KANSER,AL_155,205,0.5283505154639175
KANSER,AL_156,205,0.5283505154639175
KANSER,AL_157,205,0.5283505154639175
KANSER,AL_158,205,0.5283505154639175
KANSER,AL_159,205,0.5283505154639175
KANSER,AL_160,205,0.5283505154639175
KANSER,AL_161,205,0.5283505154639175
KANSER,AL_162,205,0.5283505154639175
KANSER,AL_163,205,0.5283505154639175
KANSER,AL_164,205,0.5283505154639175
KANSER,AL_165,205,0.5283505154639175
KANSER,AL_166,205,0.5283505154639175
KANSER,AL_167,205,0.5283505154639175
KANSER,AL_168,205,0.5283505154639175
KANSER,AL_169,205,0.5283505154639175
KANSER,AL_170,205,0.5283505154639175
KANSER,AL_171,205,0.5283505154639175
KANSER,AL_172,205,0.5283505154639175
KANSER,AL_173,205,0.5283505154639175
KANSER,AL_174,205,0.5283505154639175
KANSER,AL_175,205,0.5283505154639175
KANSER,AL_176,205,0.5283505154639175
KANSER,AL_177,205,0.5283505154639175
KANSER,AL_178,205,0.5283505154639175
KANSER,AL_179,205,0.5283505154639175
KANSER,AL_180,205,0.5283505154639175
KANSER,AL_181,205,0.5283505154639175
KANSER,AL_182,205,0.5283505154639175
KANSER,AL_183,284,0.7319587628865979
KANSER,AL_184,284,0.7319587628865979
KANSER,AL_185,284,0.7319587628865979
KANSER,CAT_5,23,0.059278350515463915
KANSER,AL_186,101,0.2603092783505155
KANSER,AL_187,271,0.6984536082474226
KANSER,AL_188,271,0.6984536082474226
KANSER,AL_189,271,0.6984536082474226
KANSER,AL_190,271,0.6984536082474226
KANSER,AL_191,271,0.6984536082474226
KANSER,AL_192,271,0.6984536082474226
KANSER,AL_193,271,0.6984536082474226
KANSER,AL_194,271,0.6984536082474226
KANSER,AL_195,271,0.6984536082474226
KANSER,AL_196,271,0.6984536082474226
KANSER,AL_197,271,0.6984536082474226
KANSER,AL_198,271,0.6984536082474226
KANSER,AL_199,271,0.6984536082474226
KANSER,AL_200,271,0.6984536082474226
KANSER,AL_201,271,0.6984536082474226
KANSER,AL_202,271,0.6984536082474226
KANSER,AL_203,271,0.6984536082474226
KANSER,AL_204,271,0.6984536082474226
KANSER,AL_205,271,0.6984536082474226
KANSER,AL_206,271,0.6984536082474226
KANSER,AL_207,271,0.6984536082474226
KANSER,AL_208,271,0.6984536082474226
KANSER,AL_209,271,0.6984536082474226
KANSER,AL_210,271,0.6984536082474226
KANSER,AL_211,271,0.6984536082474226
KANSER,AL_212,271,0.6984536082474226
KANSER,AL_213,271,0.6984536082474226
KANSER,AL_214,300,0.7731958762886598
KANSER,AL_215,300,0.7731958762886598
KANSER,AL_216,300,0.7731958762886598
KANSER,AL_217,300,0.7731958762886598
KANSER,AL_218,271,0.6984536082474226
KANSER,AL_219,271,0.6984536082474226
KANSER,AL_220,271,0.6984536082474226
KANSER,AL_221,271,0.6984536082474226
KANSER,AL_222,271,0.6984536082474226
KANSER,CAT_6,384,0.9896907216494846
KANSER,AL_223,271,0.6984536082474226
KANSER,AL_224,271,0.6984536082474226
KANSER,AL_225,271,0.6984536082474226
KANSER,AL_226,271,0.6984536082474226
KANSER,AL_227,271,0.6984536082474226
KANSER,AL_228,271,0.6984536082474226
KANSER,AL_229,271,0.6984536082474226
KANSER,AL_230,271,0.6984536082474226
KANSER,AL_231,271,0.6984536082474226
KANSER,AL_232,271,0.6984536082474226
KANSER,AL_233,271,0.6984536082474226
KANSER,AL_234,271,0.6984536082474226
KANSER,AL_235,271,0.6984536082474226
KANSER,AL_236,271,0.6984536082474226
KANSER,AL_237,271,0.6984536082474226
KANSER,AL_238,271,0.6984536082474226
KANSER,AL_239,271,0.6984536082474226
KANSER,AL_240,271,0.6984536082474226
KANSER,AL_241,271,0.6984536082474226
KANSER,AL_242,271,0.6984536082474226
KANSER,AL_243,271,0.6984536082474226
KANSER,AL_244,271,0.6984536082474226
KANSER,AL_245,271,0.6984536082474226
KANSER,AL_246,271,0.6984536082474226
KANSER,AL_247,271,0.6984536082474226
KANSER,AL_248,271,0.6984536082474226
KANSER,AL_249,271,0.6984536082474226
KANSER,AL_250,280,0.7216494845360825
KANSER,AL_251,280,0.7216494845360825
KANSER,AL_252,280,0.7216494845360825
KANSER,AL_253,280,0.7216494845360825
KANSER,AL_254,271,0.6984536082474226
KANSER,AL_255,271,0.6984536082474226
KANSER,AL_256,271,0.6984536082474226
KANSER,AL_257,271,0.6984536082474226
KANSER,AL_258,271,0.6984536082474226
KANSER,AL_259,271,0.6984536082474226
KANSER,AL_260,271,0.6984536082474226
KANSER,AL_261,271,0.6984536082474226
KANSER,AL_262,271,0.6984536082474226
KANSER,AL_263,271,0.6984536082474226
KANSER,AL_264,271,0.6984536082474226
KANSER,AL_265,271,0.6984536082474226
KANSER,AL_266,271,0.6984536082474226
KANSER,AL_267,271,0.6984536082474226
KANSER,AL_268,271,0.6984536082474226
KANSER,AL_269,271,0.6984536082474226
KANSER,AL_270,271,0.6984536082474226
KANSER,AL_271,271,0.6984536082474226
KANSER,AL_272,271,0.6984536082474226
KANSER,AL_273,271,0.6984536082474226
KANSER,AL_274,271,0.6984536082474226
KANSER,AL_275,271,0.6984536082474226
KANSER,AL_276,271,0.6984536082474226
KANSER,AL_277,271,0.6984536082474226
KANSER,AL_278,271,0.6984536082474226
KANSER,AL_279,271,0.6984536082474226
KANSER,AL_280,271,0.6984536082474226
KANSER,AL_281,271,0.6984536082474226
KANSER,AL_282,271,0.6984536082474226
KANSER,AL_283,271,0.6984536082474226
KANSER,AL_284,271,0.6984536082474226
KANSER,AL_285,271,0.6984536082474226
KANSER,AL_286,278,0.7164948453608248
